ID,LastBillAmount,LatePaymentCount,LatePaymentCharges,BillMonthlyDate,AccessoriesPaid,AvgMonthlySpend,PaymentType
4319,174.35,0,0.00,3,0.00,174.35,Auto
4320,63.96,13,41.58,3,0.00,64.51,CK
4321,85.03,4,17.01,17,0.00,85.72,CK
4322,89.07,5,22.27,17,0.00,89.28,PP
4323,147.13,0,0.00,3,21.86,147.89,Auto
4324,64.42,7,22.55,3,17.50,64.85,CC
4325,44.61,2,4.47,17,20.52,45.42,CC
4326,84.86,3,12.73,17,0.00,84.99,CC
4327,62.35,2,6.24,17,0.00,62.60,CC
4328,44.54,3,6.69,3,0.00,44.72,CC
4329,41.74,0,0.00,3,2.51,42.58,Auto
4330,44.22,0,0.00,17,0.00,44.22,Auto
4331,69.62,16,55.70,3,0.00,70.22,CK
4332,119.29,10,59.65,3,0.00,120.34,CK
4333,63.71,1,3.19,3,0.00,63.96,PP
4334,112.95,0,0.00,3,0.00,112.95,Auto
4335,140.70,2,14.07,17,28.78,141.18,CC
4336,89.40,2,8.94,17,0.00,89.48,CC
4337,85.71,0,0.00,17,0.00,85.71,Auto
4338,125.62,0,0.00,17,0.00,125.62,Auto
4339,106.57,0,0.00,17,0.00,106.57,PP
4340,87.38,5,21.85,3,0.00,87.73,CC
4341,86.53,0,0.00,17,0.00,86.53,Auto
4342,117.77,2,11.78,3,0.00,118.09,CC
4343,81.30,0,0.00,17,0.00,81.30,CC
4344,87.88,9,39.55,17,0.00,88.65,CK
4345,123.33,1,6.17,3,43.91,126.12,CC
4346,41.22,0,0.00,3,34.81,42.81,Auto
4347,120.33,5,30.09,3,41.07,121.37,CC
4348,85.33,8,34.14,3,26.79,85.92,CC
4349,142.82,5,35.71,3,16.86,144.47,CK
4350,115.64,4,23.13,3,1.41,116.10,CC
4351,102.46,0,0.00,17,0.00,102.46,CC
4352,121.85,0,0.00,17,0.00,121.85,Auto
4353,142.55,1,7.13,17,0.00,142.97,CC
4354,109.11,1,5.46,3,0.00,109.44,PP
4355,199.20,0,0.00,3,0.00,199.20,Auto
4356,46.67,8,18.67,3,0.00,46.85,ACH
4357,60.76,3,9.12,3,0.00,60.99,CC
4358,104.80,0,0.00,3,38.58,114.45,CC
4359,110.49,8,44.20,3,47.44,111.37,PP
4360,47.25,6,14.18,3,41.60,47.96,ACH
4361,178.72,0,0.00,3,0.00,178.72,Auto
4362,115.77,5,28.95,3,0.00,116.19,CC
4363,105.65,0,0.00,17,0.00,105.65,CC
4364,178.53,5,44.64,3,0.00,179.14,ACH
4365,109.94,5,27.49,3,58.18,112.62,CK
4366,47.86,7,16.76,3,0.00,48.04,PP
4367,61.17,7,21.41,3,0.00,61.40,CC
4368,123.29,6,36.99,3,34.15,124.22,CC
4369,144.37,1,7.22,17,0.00,144.50,PP
4370,146.87,0,0.00,3,0.00,146.87,Auto
4371,222.80,3,33.42,17,8.93,224.73,CK
4372,107.60,0,0.00,17,37.59,108.71,Auto
4373,42.66,3,6.40,17,28.38,43.07,CC
4374,174.84,0,0.00,17,0.00,174.84,Auto
4375,82.23,0,0.00,17,40.96,83.13,Auto
4376,89.83,2,8.99,17,38.81,91.13,CC
4377,180.60,6,54.18,3,0.00,181.27,CC
4378,176.34,15,132.26,17,40.25,178.31,CK
4379,147.82,3,22.18,17,0.00,148.44,CC
4380,49.33,3,7.40,17,41.04,50.20,CC
4381,42.19,0,0.00,17,0.00,42.19,CC
4382,43.82,3,6.58,3,0.00,43.99,CC
4383,67.29,0,0.00,17,0.00,67.29,CC
4384,100.53,4,20.11,3,0.00,100.91,CC
4385,104.16,5,26.04,3,8.25,104.67,CC
4386,140.83,1,7.05,3,0.00,141.14,CC
4387,47.59,0,0.00,17,59.10,48.10,Auto
4388,117.21,0,0.00,17,0.00,117.21,CC
4389,111.20,1,5.56,17,0.00,111.40,CC
4390,80.94,8,32.38,17,37.94,81.70,CC
4391,106.70,15,80.03,3,0.00,107.66,CK
4392,105.12,0,0.00,3,0.00,105.12,PP
4393,85.91,0,0.00,3,48.06,133.97,CC
4394,147.89,9,66.56,17,0.00,148.49,CC
4395,41.52,2,4.16,3,1.50,41.73,PP
4396,87.99,1,4.40,17,0.00,88.21,CC
4397,103.94,0,0.00,3,57.05,118.21,CC
4398,85.42,20,85.42,3,0.00,86.17,CK
4399,89.86,19,85.37,17,0.00,90.66,CK
4400,61.91,5,15.48,17,0.00,62.18,CC
4401,142.77,7,49.97,3,0.00,143.29,CC
4402,85.10,0,0.00,17,1.12,85.23,Auto
4403,124.13,0,0.00,17,41.10,137.83,ACH
4404,146.06,2,14.61,17,0.07,146.34,ACH
4405,129.36,0,0.00,17,0.00,129.36,Auto
4406,83.53,3,12.53,3,0.00,83.83,CC
4407,148.14,3,22.23,17,0.00,148.40,CC
4408,99.70,12,59.82,3,4.58,100.64,CK
4409,128.86,1,6.45,17,0.00,129.94,CK
4410,82.08,2,8.21,3,0.00,82.34,CC
4411,142.44,0,0.00,3,1.33,142.46,Auto
4412,109.98,3,16.50,17,0.00,110.35,CC
4413,112.37,0,0.00,3,39.96,112.75,Auto
4414,146.79,8,58.72,17,0.00,147.39,PP
4415,117.44,4,23.49,3,28.66,119.71,CK
4416,110.11,0,0.00,17,0.00,110.11,Auto
4417,81.05,7,28.37,17,0.35,81.41,PP
4418,174.75,0,0.00,3,0.00,174.75,Auto
4419,131.30,0,0.00,17,0.00,131.30,Auto
4420,43.46,0,0.00,3,5.92,43.53,Auto
4421,113.76,14,79.64,3,22.37,115.02,CK
4422,120.28,0,0.00,17,6.04,120.34,Auto
4423,100.66,0,0.00,17,0.00,100.66,PP
4424,114.40,0,0.00,17,24.86,115.18,CC
4425,46.85,14,32.80,3,0.00,47.26,CK
4426,116.96,0,0.00,17,25.52,118.07,Auto
4427,126.10,5,31.53,17,0.00,126.42,CC
4428,84.92,2,8.50,3,48.07,89.64,CK
4429,88.89,0,0.00,3,0.00,88.89,PP
4430,64.46,1,3.23,3,20.33,66.04,CC
4431,86.47,1,4.33,17,0.00,86.54,CC
4432,147.70,3,22.16,17,33.23,148.75,CC
4433,173.48,0,0.00,17,0.00,173.48,Auto
4434,45.27,0,0.00,3,0.00,45.27,PP
4435,148.30,0,0.00,3,0.00,148.30,CC
4436,126.50,0,0.00,17,0.00,126.50,ACH
4437,166.30,1,8.32,17,39.88,167.15,CC
4438,123.90,7,43.37,3,0.00,124.36,CC
4439,48.86,5,12.22,3,0.00,49.06,CC
4440,64.78,5,16.20,17,50.64,65.80,CC
4441,81.43,0,0.00,3,0.00,81.43,CC
4442,142.95,3,21.45,3,44.89,144.50,CC
4443,129.61,9,58.33,3,9.87,130.20,CC
4444,107.21,6,32.17,3,0.00,107.64,CC
4445,120.51,0,0.00,17,0.00,120.51,CC
4446,148.82,2,14.89,17,0.00,149.76,CK
4447,117.07,3,17.57,17,0.00,117.29,CC
4448,82.25,1,4.12,17,0.00,82.44,ACH
4449,48.59,0,0.00,17,0.00,48.59,Auto
4450,88.06,0,0.00,3,28.66,91.65,PP
4451,44.49,0,0.00,3,0.00,44.49,CC
4452,108.09,5,27.03,17,0.00,108.36,CC
4453,121.25,14,84.88,17,47.85,122.89,CK
4454,171.04,0,0.00,17,3.94,171.12,Auto
4455,89.60,0,0.00,17,0.00,89.60,PP
4456,112.73,5,28.19,3,0.00,113.13,CC
4457,89.37,4,17.88,17,0.00,89.66,ACH
4458,43.29,0,0.00,17,0.00,43.29,CC
4459,66.71,0,0.00,17,18.08,68.36,Auto
4460,116.26,0,0.00,3,2.25,116.29,Auto
4461,68.38,0,0.00,17,0.00,68.38,CC
4462,87.53,0,0.00,17,0.00,87.53,Auto
4463,114.00,2,11.40,3,14.40,114.89,CC
4464,43.13,0,0.00,3,0.00,43.13,Auto
4465,105.68,0,0.00,3,5.82,106.05,Auto
4466,108.75,2,10.88,17,17.27,109.58,PP
4467,83.74,0,0.00,3,0.00,83.74,Auto
4468,105.98,0,0.00,17,19.97,109.31,CC
4469,113.00,12,67.80,3,0.00,114.02,CK
4470,211.00,1,10.55,17,0.00,211.14,CC
4471,108.02,0,0.00,17,23.25,109.32,CC
4472,109.49,0,0.00,3,52.59,114.28,CC
4473,102.72,8,41.09,3,0.00,103.12,CC
4474,84.18,5,21.05,3,0.00,84.82,CK
4475,205.60,2,20.56,17,0.00,206.23,CC
4476,87.69,3,13.16,3,0.00,88.04,CC
4477,89.54,0,0.00,3,45.31,92.57,Auto
4478,141.73,2,14.18,3,0.00,142.13,PP
4479,105.06,2,10.51,3,49.79,107.07,CC
4480,100.41,3,15.07,3,0.00,100.74,PP
4481,84.46,0,0.00,17,38.45,87.42,CC
4482,41.36,0,0.00,17,13.33,41.65,Auto
4483,127.91,3,19.19,17,8.75,128.74,CC
4484,64.23,7,22.49,3,0.00,64.47,CC
4485,80.79,0,0.00,17,0.00,80.79,CC
4486,113.31,0,0.00,17,0.00,113.31,CC
4487,84.58,0,0.00,3,31.09,85.19,Auto
4488,82.51,3,12.38,3,0.00,83.10,CK
4489,149.92,8,59.97,17,26.29,150.94,CC
4490,86.15,0,0.00,3,57.41,97.64,PP
4491,86.89,0,0.00,3,0.00,86.89,CC
4492,109.16,0,0.00,17,0.00,109.16,Auto
4493,120.35,1,6.02,17,36.42,121.28,CC
4494,100.67,0,0.00,3,0.00,100.67,Auto
4495,117.57,0,0.00,3,11.83,118.42,Auto
4496,88.23,0,0.00,3,0.00,88.23,Auto
4497,86.82,0,0.00,3,56.76,89.29,Auto
4498,109.47,3,16.43,17,15.97,111.27,CK
4499,122.44,0,0.00,17,41.45,124.63,CC
4500,148.77,0,0.00,3,0.00,148.77,Auto
4501,106.91,10,53.46,3,21.76,108.17,CK
4502,112.94,0,0.00,17,0.00,112.94,Auto
4503,42.34,0,0.00,17,13.05,42.55,CC
4504,82.79,1,4.14,17,0.00,82.83,ACH
4505,116.73,0,0.00,17,54.13,117.32,Auto
4506,174.49,6,52.35,3,39.78,175.58,CC
4507,68.57,0,0.00,17,0.00,68.57,Auto
4508,107.85,1,5.40,17,0.00,107.96,CC
4509,111.10,0,0.00,3,0.00,111.10,Auto
4510,127.60,3,19.14,17,0.00,128.00,ACH
4511,152.00,0,0.00,3,0.00,152.00,PP
4512,181.50,5,45.38,3,0.00,182.15,CC
4513,47.43,0,0.00,17,0.00,47.43,CC
4514,115.70,0,0.00,17,0.00,115.70,Auto
4515,89.84,7,31.45,3,56.72,90.80,CC
4516,116.71,0,0.00,17,0.00,116.71,CC
4517,149.25,2,14.93,17,0.00,150.40,CK
4518,140.54,19,133.52,3,0.00,141.77,CK
4519,43.10,0,0.00,3,29.55,52.95,CC
4520,113.47,6,34.05,17,56.35,114.44,CC
4521,89.29,0,0.00,17,42.21,89.91,CC
4522,178.57,0,0.00,17,37.51,179.13,Auto
4523,82.88,16,66.31,17,0.00,83.63,CK
4524,61.15,0,0.00,17,35.65,61.88,CC
4525,65.74,1,3.29,17,0.00,65.90,CC
4526,40.32,0,0.00,3,0.00,40.32,Auto
4527,106.10,0,0.00,17,52.61,106.62,Auto
4528,111.86,0,0.00,17,0.00,111.86,Auto
4529,64.15,0,0.00,17,0.00,64.15,Auto
4530,65.56,4,13.12,3,0.00,65.80,CC
4531,125.67,0,0.00,17,21.27,126.93,CC
4532,68.87,0,0.00,17,0.00,68.87,CC
4533,85.27,3,12.80,3,0.00,85.56,PP
4534,145.60,0,0.00,17,0.00,145.60,PP
4535,129.51,6,38.86,17,20.57,130.17,CC
4536,82.79,0,0.00,17,46.93,84.93,PP
4537,128.32,4,25.67,17,0.00,128.80,CC
4538,46.95,0,0.00,17,0.00,46.95,CC
4539,123.22,1,6.17,17,0.00,123.67,CC
4540,46.34,0,0.00,3,0.00,46.34,CC
4541,113.46,0,0.00,17,26.26,116.09,CC
4542,63.59,11,34.98,17,26.45,64.55,CK
4543,120.27,0,0.00,17,0.00,120.27,Auto
4544,177.24,3,26.59,17,0.00,177.55,CC
4545,84.57,0,0.00,3,39.55,85.34,Auto
4546,108.95,0,0.00,3,15.78,111.21,Auto
4547,48.69,1,2.44,3,0.00,48.80,CC
4548,172.81,6,51.85,3,0.00,173.41,CC
4549,149.94,0,0.00,17,0.00,149.94,Auto
4550,115.27,9,51.88,17,0.00,115.77,PP
4551,117.52,0,0.00,17,59.32,120.65,CC
4552,106.35,0,0.00,17,0.00,106.35,Auto
4553,83.40,2,8.34,3,0.00,83.64,PP
4554,154.00,0,0.00,17,2.19,154.04,Auto
4555,109.74,11,60.36,17,0.00,110.66,CK
4556,47.21,9,21.25,3,0.00,47.62,CK
4557,101.14,2,10.12,17,51.56,101.74,CC
4558,83.21,1,4.17,17,5.73,83.60,CC
4559,179.13,0,0.00,3,36.09,197.18,CC
4560,123.88,4,24.78,3,22.50,124.78,CC
4561,111.68,5,27.92,3,54.40,112.95,ACH
4562,109.45,5,27.37,3,0.00,109.83,PP
4563,87.36,0,0.00,17,30.11,90.38,CC
4564,124.15,19,117.95,17,0.00,125.27,CK
4565,88.22,5,22.06,3,0.00,88.53,CC
4566,144.05,4,28.81,3,0.00,145.26,CK
4567,112.67,7,39.44,17,20.00,114.20,CK
4568,103.76,0,0.00,17,0.00,103.76,CC
4569,64.97,0,0.00,3,0.00,64.97,Auto
4570,46.85,6,14.06,3,18.51,47.24,CC
4571,172.47,19,163.85,17,0.00,174.02,CK
4572,118.25,0,0.00,3,0.00,118.25,Auto
4573,173.19,5,43.30,3,0.00,173.87,PP
4574,86.63,2,8.67,3,0.00,86.94,CC
4575,100.78,0,0.00,17,0.83,100.79,Auto
4576,197.20,2,19.72,3,0.00,197.75,CC
4577,82.90,0,0.00,3,0.00,82.90,Auto
4578,106.82,0,0.00,17,0.00,106.82,Auto
4579,141.12,4,28.23,17,0.00,142.17,CK
4580,246.20,2,24.62,17,30.17,246.91,PP
4581,125.76,0,0.00,3,43.47,126.29,Auto
4582,48.99,0,0.00,17,0.00,48.99,Auto
4583,128.78,5,32.20,3,0.00,129.29,ACH
4584,63.06,6,18.92,3,29.16,63.65,CC
4585,87.12,0,0.00,3,0.00,87.12,Auto
4586,46.81,5,11.71,17,0.00,47.02,ACH
4587,80.33,0,0.00,3,0.00,80.33,Auto
4588,114.61,2,11.47,17,21.65,114.90,CC
4589,80.84,1,4.05,17,0.00,81.07,CC
4590,62.79,0,0.00,17,0.00,62.79,Auto
4591,117.05,0,0.00,3,48.59,117.48,Auto
4592,120.90,0,0.00,3,25.64,121.17,Auto
4593,107.40,0,0.00,3,37.37,119.86,CC
4594,103.79,0,0.00,3,0.00,103.79,Auto
4595,84.48,7,29.57,17,0.00,84.77,CC
4596,177.00,4,35.40,3,6.28,177.81,CC
4597,85.62,3,12.85,17,0.00,85.97,CC
4598,46.72,7,16.36,3,46.17,47.43,CC
4599,168.50,4,33.70,3,12.60,169.35,CC
4600,84.22,0,0.00,17,0.00,84.22,Auto
4601,175.92,0,0.00,3,0.00,175.92,Auto
4602,68.57,3,10.29,17,8.42,68.74,CC
4603,85.90,0,0.00,3,0.00,85.90,CC
4604,60.57,12,36.35,17,0.00,61.12,CK
4605,176.93,3,26.54,17,0.00,178.33,CK
4606,137.10,0,0.00,17,0.00,137.10,CC
4607,178.60,4,35.72,17,0.00,179.24,PP
4608,44.48,0,0.00,3,10.88,44.68,Auto
4609,104.99,2,10.50,3,0.00,105.29,CC
4610,89.53,0,0.00,17,0.00,89.53,Auto
4611,41.54,8,16.62,3,31.21,42.01,CC
4612,107.71,9,48.47,3,0.00,108.14,PP
4613,68.27,4,13.66,17,0.00,68.40,PP
4614,171.30,16,137.04,17,0.00,172.84,CK
4615,139.60,2,13.96,3,0.00,140.03,CC
4616,174.33,0,0.00,3,0.00,174.33,Auto
4617,107.55,0,0.00,3,0.00,107.55,Auto
4618,174.31,5,43.58,3,32.89,175.33,ACH
4619,69.69,1,3.49,3,57.61,72.35,PP
4620,104.10,1,5.21,17,0.00,104.41,CC
4621,179.52,0,0.00,17,0.00,179.52,Auto
4622,81.79,6,24.54,17,0.00,82.11,CC
4623,87.47,14,61.23,3,26.49,88.57,CK
4624,123.80,0,0.00,17,0.00,123.80,CC
4625,62.28,0,0.00,17,0.00,62.28,Auto
4626,126.44,1,6.33,17,0.00,126.73,CC
4627,85.35,1,4.27,17,0.00,85.45,CC
4628,84.35,7,29.53,3,54.89,85.27,CC
4629,61.34,4,12.27,3,0.00,61.58,CC
4630,140.77,0,0.00,17,12.05,144.79,CC
4631,87.86,0,0.00,17,51.60,88.53,Auto
4632,104.19,0,0.00,17,0.00,104.19,PP
4633,140.40,0,0.00,3,0.00,140.40,CC
4634,45.44,19,43.17,3,0.00,45.84,CK
4635,125.96,0,0.00,17,0.00,125.96,Auto
4636,87.86,0,0.00,17,0.00,87.86,CC
4637,49.48,2,4.95,3,26.60,50.34,CC
4638,106.29,1,5.32,3,0.00,106.67,CC
4639,93.30,1,4.67,17,0.00,93.58,CC
4640,157.50,0,0.00,17,0.00,157.50,CC
4641,64.85,0,0.00,17,0.00,64.85,Auto
4642,176.18,1,8.81,3,14.33,177.15,CC
4643,123.38,8,49.36,17,21.42,124.19,CC
4644,83.41,3,12.52,3,39.34,84.45,CC
4645,179.78,0,0.00,17,0.00,179.78,CC
4646,80.58,0,0.00,3,37.31,81.08,Auto
4647,67.59,0,0.00,3,0.00,67.59,ACH
4648,172.81,0,0.00,17,0.00,172.81,CC
4649,125.51,0,0.00,17,0.00,125.51,Auto
4650,83.78,0,0.00,17,0.00,83.78,Auto
4651,100.67,0,0.00,3,52.07,107.18,Auto
4652,112.70,5,28.18,3,44.10,113.72,CC
4653,63.70,1,3.19,17,14.20,64.67,CC
4654,124.82,4,24.97,17,47.30,125.87,PP
4655,49.55,0,0.00,3,0.00,49.55,Auto
4656,128.97,4,25.80,3,57.90,130.47,ACH
4657,106.68,1,5.34,3,40.73,109.56,ACH
4658,81.77,7,28.62,17,0.00,82.43,CK
4659,80.99,2,8.10,3,0.00,81.24,CC
4660,179.30,0,0.00,17,0.00,179.30,CC
4661,88.82,7,31.09,3,1.97,89.19,PP
4662,112.11,4,22.43,3,27.90,113.06,CC
4663,174.95,5,43.74,3,0.00,175.64,CC
4664,89.04,3,13.36,17,55.25,89.67,CC
4665,117.04,0,0.00,3,40.31,118.20,Auto
4666,210.50,0,0.00,17,0.00,210.50,Auto
4667,145.54,9,65.50,3,0.00,146.12,PP
4668,145.56,0,0.00,17,0.08,145.57,Auto
4669,112.77,0,0.00,3,0.00,112.77,Auto
4670,60.18,3,9.03,17,0.00,60.36,CC
4671,63.97,0,0.00,17,12.78,64.29,Auto
4672,66.40,9,29.88,17,31.76,66.93,ACH
4673,118.41,0,0.00,3,0.00,118.41,Auto
4674,80.50,0,0.00,17,41.04,81.64,Auto
4675,173.46,12,104.08,17,0.00,174.91,CK
4676,100.36,0,0.00,3,0.00,100.36,CC
4677,126.64,16,101.32,17,0.00,127.78,CK
4678,45.25,0,0.00,3,54.11,52.98,Auto
4679,88.80,2,8.88,17,0.00,89.23,CC
4680,85.69,5,21.43,3,0.00,86.04,CC
4681,171.21,19,162.65,17,55.84,173.22,CK
4682,111.47,2,11.15,3,0.00,112.17,CK
4683,49.88,4,9.98,17,36.90,50.32,CC
4684,81.55,0,0.00,17,0.00,81.55,Auto
4685,62.18,0,0.00,17,5.36,62.40,Auto
4686,108.06,0,0.00,3,37.68,109.11,Auto
4687,85.55,1,4.28,17,44.13,88.10,CC
4688,67.84,3,10.18,17,0.00,68.01,CC
4689,44.33,0,0.00,17,0.00,44.33,Auto
4690,139.10,0,0.00,3,58.99,146.48,Auto
4691,119.18,0,0.00,17,37.03,120.03,Auto
4692,65.10,0,0.00,17,12.10,66.31,PP
4693,121.29,3,18.20,3,1.52,121.80,CC
4694,142.68,0,0.00,17,48.80,145.94,Auto
4695,111.83,17,95.06,3,0.00,112.80,CK
4696,116.63,1,5.84,3,11.18,117.64,CC
4697,115.55,2,11.56,17,0.00,115.67,CC
4698,103.02,1,5.16,3,31.10,104.84,CC
4699,205.30,0,0.00,3,0.00,205.30,Auto
4700,60.58,0,0.00,17,19.94,61.69,Auto
4701,146.95,1,7.35,17,31.29,148.89,ACH
4702,179.60,16,143.68,17,38.89,181.55,CK
4703,162.70,10,81.35,17,10.71,164.35,CK
4704,68.46,3,10.27,3,0.00,68.70,CC
4705,142.67,5,35.67,3,0.00,143.18,CC
4706,109.43,4,21.89,3,0.00,109.83,CC
4707,86.10,3,12.92,3,0.00,86.38,CC
4708,46.25,0,0.00,3,0.00,46.25,ACH
4709,174.79,6,52.44,17,48.52,175.79,CC
4710,143.96,0,0.00,17,32.60,144.25,Auto
4711,111.96,0,0.00,3,0.00,111.96,CC
4712,110.83,19,105.29,17,0.00,111.79,CK
4713,84.49,0,0.00,17,18.56,84.85,Auto
4714,114.55,1,5.73,17,0.00,114.67,CC
4715,176.60,0,0.00,3,0.00,176.60,Auto
4716,114.71,4,22.95,3,20.75,116.61,CK
4717,122.28,13,79.49,17,0.00,123.36,CK
4718,143.84,1,7.20,17,0.00,144.09,PP
4719,64.35,8,25.74,3,0.00,64.61,CC
4720,108.20,0,0.00,17,0.00,108.20,CC
4721,64.10,1,3.21,17,0.00,64.28,CC
4722,113.14,0,0.00,3,1.65,113.28,CC
4723,114.37,0,0.00,3,0.00,114.37,Auto
4724,231.30,13,150.35,17,57.88,234.04,CK
4725,62.34,6,18.71,3,0.00,62.56,CC
4726,63.37,5,15.85,3,24.32,64.00,CC
4727,146.36,0,0.00,17,48.10,149.19,PP
4728,176.75,5,44.19,3,0.00,177.42,ACH
4729,69.25,1,3.47,17,0.00,69.52,CC
4730,115.65,2,11.57,17,0.00,115.90,CC
4731,49.97,2,5.00,17,0.00,50.12,ACH
4732,89.94,0,0.00,17,17.46,90.18,Auto
4733,45.54,5,11.39,3,9.75,45.83,CC
4734,142.04,9,63.92,17,29.82,142.90,ACH
4735,85.54,3,12.84,3,37.94,86.67,PP
4736,146.21,0,0.00,3,19.32,147.42,Auto
4737,46.44,3,6.97,17,0.00,46.59,CC
4738,118.62,1,5.94,17,43.75,121.73,ACH
4739,263.70,1,13.19,3,43.31,267.03,CC
4740,81.59,0,0.00,3,0.00,81.59,Auto
4741,89.35,2,8.94,3,0.00,89.61,CC
4742,62.58,0,0.00,17,46.19,64.68,Auto
4743,116.43,0,0.00,17,0.00,116.43,Auto
4744,47.58,6,14.28,3,48.61,49.33,CK
4745,83.12,0,0.00,17,42.67,85.16,CC
4746,142.88,4,28.58,3,0.00,143.36,PP
4747,82.75,0,0.00,17,12.00,83.75,Auto
4748,85.07,0,0.00,3,10.81,90.48,CC
4749,82.96,1,4.15,3,31.92,85.37,CC
4750,120.51,5,30.13,17,8.38,121.12,PP
4751,88.60,1,4.43,17,36.63,90.18,CC
4752,142.90,9,64.31,3,0.00,143.46,CC
4753,116.94,17,99.40,3,50.60,118.46,CK
4754,63.63,0,0.00,17,0.00,63.63,Auto
4755,109.18,1,5.46,3,49.42,112.61,CC
4756,108.81,3,16.33,3,0.00,109.19,CC
4757,128.02,0,0.00,17,43.76,129.93,Auto
4758,149.53,2,14.96,3,0.00,150.02,CC
4759,123.20,0,0.00,17,0.00,123.20,PP
4760,117.58,8,47.04,3,34.26,118.33,CC
4761,62.71,0,0.00,17,0.00,62.71,CC
4762,176.72,3,26.51,17,0.00,177.00,CC
4763,116.37,0,0.00,17,0.00,116.37,Auto
4764,44.79,1,2.24,17,0.00,44.90,CC
4765,67.67,1,3.39,17,0.00,67.76,CC
4766,123.17,5,30.80,3,0.00,123.60,ACH
4767,89.81,0,0.00,17,0.00,89.81,Auto
4768,149.93,0,0.00,17,14.55,152.84,CC
4769,178.77,3,26.82,17,7.08,179.23,CC
4770,83.81,1,4.20,17,0.00,84.04,CC
4771,122.96,0,0.00,17,0.00,122.96,CC
4772,60.31,4,12.07,17,55.88,61.30,CC
4773,110.70,0,0.00,17,0.00,110.70,Auto
4774,81.90,4,16.38,3,27.99,82.70,CC
4775,142.00,9,63.90,3,0.00,142.56,CC
4776,148.88,0,0.00,17,0.00,148.88,Auto
4777,66.37,3,9.96,17,0.00,66.59,CC
4778,132.00,3,19.80,17,12.47,132.76,CC
4779,141.59,12,84.96,3,0.00,142.77,CK
4780,107.21,3,16.09,3,57.67,109.01,PP
4781,105.85,1,5.30,3,20.32,106.97,PP
4782,120.89,3,18.14,3,0.00,121.27,CC
4783,44.21,0,0.00,3,0.00,44.21,Auto
4784,103.67,3,15.56,17,0.00,104.07,CC
4785,178.09,6,53.43,17,0.00,178.59,CC
4786,82.36,5,20.59,3,35.53,83.20,CC
4787,125.60,0,0.00,17,0.00,125.60,Auto
4788,82.35,3,12.36,17,12.00,82.96,PP
4789,82.53,2,8.26,3,0.00,82.77,CC
4790,118.44,0,0.00,3,0.00,118.44,Auto
4791,134.00,5,33.50,3,0.00,134.49,CC
4792,124.38,0,0.00,3,0.00,124.38,Auto
4793,48.54,0,0.00,3,0.00,48.54,CC
4794,141.72,18,127.55,3,15.50,143.11,CK
4795,122.77,4,24.56,3,0.00,123.21,CC
4796,145.90,1,7.30,17,0.00,146.25,CC
4797,48.54,4,9.71,3,0.00,48.72,PP
4798,122.99,1,6.15,3,31.10,124.96,CC
4799,140.15,6,42.05,3,0.00,141.26,CK
4800,110.52,2,11.06,3,47.34,112.10,CC
4801,85.08,0,0.00,17,0.00,85.08,CC
4802,106.43,2,10.65,3,0.00,106.79,CC
4803,111.53,2,11.16,3,20.37,112.52,ACH
4804,124.20,2,12.42,3,0.00,124.61,CC
4805,46.69,0,0.00,3,0.00,46.69,CC
4806,103.60,0,0.00,17,56.83,104.87,Auto
4807,142.95,0,0.00,17,7.12,143.37,Auto
4808,144.59,3,21.69,17,0.00,145.05,CC
4809,118.42,0,0.00,3,34.74,119.55,Auto
4810,86.07,0,0.00,17,0.00,86.07,CC
4811,102.86,1,5.15,3,0.00,103.26,PP
4812,87.19,0,0.00,17,0.00,87.19,CC
4813,89.95,4,17.99,3,0.00,90.30,CC
4814,125.65,19,119.37,3,0.00,126.73,CK
4815,62.94,0,0.00,17,31.78,63.97,Auto
4816,62.08,0,0.00,17,48.89,70.23,PP
4817,104.78,12,62.87,17,55.20,106.47,CK
4818,48.70,0,0.00,3,0.00,48.70,Auto
4819,140.26,5,35.07,17,0.00,141.33,CK
4820,64.81,9,29.17,3,56.48,65.53,CC
4821,175.66,1,8.79,3,0.00,176.34,PP
4822,82.10,3,12.32,3,45.25,83.54,CC
4823,101.07,0,0.00,17,0.91,101.10,PP
4824,44.46,3,6.67,3,0.00,44.60,CC
4825,87.94,0,0.00,3,35.79,95.10,CC
4826,82.07,4,16.42,3,20.04,82.71,CC
4827,255.40,4,51.08,3,0.00,256.39,CC
4828,149.02,1,7.46,3,0.00,149.56,CC
4829,40.52,1,2.03,17,0.00,40.64,CC
4830,86.00,0,0.00,3,57.26,86.50,Auto
4831,142.71,15,107.04,3,0.00,143.95,CK
4832,64.25,0,0.00,3,0.00,64.25,Auto
4833,173.30,6,51.99,17,0.00,173.95,CC
4834,68.47,0,0.00,17,0.00,68.47,CC
4835,122.04,0,0.00,3,24.96,126.20,CC
4836,83.56,7,29.25,3,0.00,83.89,CC
4837,63.38,1,3.17,17,35.52,65.14,CC
4838,176.46,0,0.00,17,42.72,176.83,Auto
4839,109.71,0,0.00,17,2.80,109.81,CC
4840,63.25,0,0.00,3,0.00,63.25,Auto
4841,61.00,0,0.00,17,28.42,63.59,CC
4842,180.10,8,72.04,17,0.00,180.75,CC
4843,60.81,13,39.53,17,0.00,61.35,CK
4844,102.20,0,0.00,17,30.61,108.33,CC
4845,145.20,1,7.26,3,0.00,145.63,ACH
4846,42.54,0,0.00,17,45.86,42.97,Auto
4847,45.82,0,0.00,3,0.00,45.82,Auto
