ID,Gender,MaritalStatus,NumChildren,EstIncome,CarOwner,Age,MonthsAsCustomer,MemberShipPlan
2904,F,Married,1,61361,Y,37,66,Family Platinum
2905,M,Married,2,52135,Y,31,111,Family Military
2906,M,Single,1,81277,Y,22,20,Gold
2907,M,Single,0,78435,N,27,91,Unlimited
2908,M,Single,0,59970,N,20,29,Unlimited
2909,F,Married,1,52094,N,39,109,Family Platinum
2910,M,Married,0,49097,Y,23,38,Family Unlimited
2911,F,Married,7,88327,N,26,87,Family Platinum
2912,M,Single,0,504269,N,18,7,Unlimited
2913,M,Single,1,77904,N,22,39,Platinum
2914,F,Married,0,8459,Y,40,106,Family Gold
2915,M,Single,0,17128,Y,29,89,Silver
2916,F,Single,0,922,Y,25,48,Gold
2917,M,Single,0,72339,N,46,78,Gold
2918,F,Single,2,15095,Y,26,31,Platinum
2919,F,Married,0,26453,N,46,5,Family Gold
2920,F,Married,0,175330,Y,40,30,Family Military
2921,M,Single,1,398817,N,28,77,Unlimited
2922,F,Single,0,31694,Y,24,29,Silver
2923,F,Single,0,9202,N,25,19,Platinum
2924,F,Single,1,92214,Y,25,2,Unlimited
2925,M,Single,0,74747,Y,23,48,Silver
2926,M,Married,0,27110,Y,42,80,Family Military
2927,F,Married,0,39491,N,38,22,Family Platinum
2928,M,Single,0,72538,Y,19,13,Unlimited
2929,F,Married,1,25188,N,51,51,Family Military
2930,M,Single,0,47762,N,20,30,Unlimited
2931,M,Single,0,53603,N,21,32,Unlimited
2932,F,Single,0,513359,Y,19,18,Platinum
2933,F,Single,0,9865,Y,23,62,Gold
2934,F,Married,1,36457,N,58,96,Family Military
2935,F,Married,8,554756,Y,31,26,Family Military
2936,M,Single,1,28696,Y,21,26,Gold
2937,F,Married,1,73459,N,23,40,Family Unlimited
2938,F,Single,0,22454,Y,18,5,Silver
2939,M,Married,9,34721,Y,36,77,Family Unlimited
2940,F,Single,3,34151,Y,29,108,Silver
2941,F,Single,0,1865,Y,28,87,Unlimited
2942,M,Single,0,39774,Y,21,5,Silver
2943,M,Married,0,10343,Y,35,110,Family Military
2944,M,Married,1,18200,N,30,22,Family Silver
2945,F,Single,1,30021,Y,29,38,Gold
2946,F,Married,2,78577,Y,26,35,Family Gold
2947,M,Single,0,21078,Y,23,12,Gold
2948,M,Married,0,95600,Y,27,78,Family Military
2949,M,Single,0,79425,Y,22,3,Gold
2950,M,Married,2,59847,Y,24,52,Family Gold
2951,M,Married,2,489499,Y,47,111,Family Military
2952,F,Married,2,49213,Y,24,58,Family Platinum
2953,F,Married,2,73332,Y,32,118,Family Platinum
2954,M,Single,0,68154,Y,24,10,Gold
2955,F,Single,0,78150,Y,28,109,Silver
2956,M,Single,1,63412,N,18,6,Silver
2957,M,Married,0,11037,N,25,81,Family Gold
2958,F,Married,1,96997,Y,46,48,Family Gold
2959,M,Married,0,427098,N,37,40,Family Gold
2960,M,Married,0,259095,Y,23,11,Family Silver
2961,F,Single,0,54659,Y,86,116,Unlimited
2962,M,Married,7,68558,N,52,68,Family Silver
2963,M,Married,1,72748,N,44,78,Family Platinum
2964,M,Married,0,60420,Y,47,85,Family Unlimited
2965,M,Single,2,487920,Y,24,5,Silver
2966,M,Single,2,87623,N,27,107,Unlimited
2967,F,Married,1,10067,Y,52,87,Family Platinum
2968,M,Married,6,537739,Y,30,61,Family Unlimited
2969,M,Single,1,34948,Y,29,34,Silver
2970,F,Married,4,39207,Y,45,68,Family Unlimited
2971,F,Married,0,19655,Y,34,5,Family Gold
2972,F,Single,1,71453,N,79,119,Platinum
2973,F,Single,0,69001,Y,21,34,Unlimited
2974,F,Married,0,34253,Y,24,9,Family Gold
2975,M,Single,0,42063,Y,18,11,Unlimited
2976,M,Single,0,81524,N,19,2,Platinum
2977,M,Single,2,93068,N,23,6,Silver
2978,M,Single,2,19139,N,26,2,Silver
2979,M,Single,0,86640,Y,19,23,Platinum
2980,F,Married,2,35795,N,46,39,Family Gold
2981,F,Married,1,62689,Y,29,18,Family Military
2982,M,Married,0,70921,Y,34,99,Family Military
2983,F,Married,0,75501,Y,73,49,Family Silver
2984,F,Single,1,53144,Y,29,97,Gold
2985,M,Married,1,23424,Y,50,76,Family Military
2986,F,Single,0,57032,Y,29,87,Gold
2987,M,Married,2,46351,N,24,78,Family Platinum
2988,F,Single,1,78215,Y,21,38,Unlimited
2989,M,Married,0,62751,N,67,87,Family Gold
2990,F,Single,2,993112,N,28,113,Gold
2991,M,Single,0,51004,Y,30,16,Unlimited
2992,M,Married,1,82349,Y,32,10,Family Gold
2993,F,Single,1,91181,Y,27,60,Unlimited
2994,F,Married,0,93673,Y,66,58,Family Platinum
2995,M,Single,0,91764,Y,22,17,Unlimited
2996,F,Single,0,1180,Y,23,71,Platinum
2997,M,Married,1,35477,Y,54,39,Family Gold
2998,M,Single,2,82492,N,29,79,Gold
2999,F,Married,0,91102,Y,67,65,Family Unlimited
3000,M,Married,3,285002,Y,45,22,Family Gold
3001,M,Married,0,24417,N,49,73,Family Platinum
3002,F,Single,0,15298,Y,26,45,Silver
3003,M,Married,1,88902,Y,50,22,Family Military
3004,F,Single,0,66249,N,19,6,Platinum
3005,F,Single,0,89238,Y,29,96,Platinum
3006,F,Single,0,69055,N,20,6,Unlimited
3007,F,Single,1,68240,N,23,20,Silver
3008,F,Single,0,51788,N,30,12,Gold
3009,M,Single,0,22029,N,26,37,Gold
3010,M,Single,0,53338,Y,28,72,Unlimited
3011,M,Married,4,15610,N,33,118,Family Military
3012,F,Married,0,12996,Y,23,65,Family Silver
3013,M,Single,0,97645,Y,24,60,Gold
3014,M,Married,0,339658,Y,44,59,Family Platinum
3015,M,Single,1,252583,Y,30,83,Unlimited
3016,M,Married,2,144332,N,28,7,Family Unlimited
3017,F,Single,0,2696,Y,18,7,Unlimited
3018,M,Single,2,12039,Y,19,12,Silver
3019,F,Married,0,75963,Y,28,16,Family Gold
3020,M,Married,1,52391,Y,48,10,Family Unlimited
3021,M,Married,1,68903,N,28,69,Family Military
3022,M,Married,2,75045,Y,51,100,Family Platinum
3023,F,Single,1,89264,Y,28,36,Platinum
3024,F,Married,0,84766,Y,25,26,Family Gold
3025,M,Married,0,9303,Y,53,61,Family Unlimited
3026,F,Married,1,14258,Y,50,97,Family Silver
3027,F,Single,3,7219,Y,29,6,Silver
3028,M,Single,2,17835,Y,24,18,Silver
3029,F,Single,1,43260,Y,26,57,Gold
3030,F,Single,1,25389,Y,23,64,Gold
3031,F,Single,0,96356,Y,24,76,Platinum
3032,F,Single,0,11260,Y,21,31,Platinum
3033,M,Single,0,12344,N,20,6,Gold
3034,M,Married,1,329876,N,39,48,Family Military
3035,F,Single,2,47782,N,29,23,Unlimited
3036,M,Married,0,27898,Y,31,66,Family Silver
3037,M,Single,2,1007,Y,18,12,Platinum
3038,F,Married,1,58376,Y,26,105,Family Platinum
3039,F,Single,0,65594,Y,42,25,Platinum
3040,M,Single,1,9502,Y,24,5,Gold
3041,F,Single,1,31876,Y,19,16,Gold
3042,M,Married,0,4812,Y,45,92,Family Unlimited
3043,F,Married,1,48714,Y,30,119,Family Military
3044,M,Married,7,99059,Y,31,53,Family Gold
3045,F,Single,0,22909,Y,22,55,Gold
3046,F,Single,1,337984,Y,27,47,Silver
3047,F,Single,0,108419,N,26,50,Gold
3048,F,Married,2,57971,Y,33,34,Family Unlimited
3049,M,Single,0,94350,Y,55,29,Gold
3050,M,Married,0,51710,Y,85,65,Family Military
3051,M,Married,0,57246,Y,54,75,Family Unlimited
3052,M,Married,2,89001,Y,25,72,Family Gold
3053,M,Married,0,77784,Y,38,14,Family Gold
3054,F,Married,2,72526,N,48,97,Family Unlimited
3055,M,Single,0,74092,Y,30,82,Platinum
3056,F,Single,1,232441,Y,28,90,Silver
3057,F,Married,0,13140,N,40,74,Family Gold
3058,M,Single,0,481184,N,26,38,Silver
3059,M,Married,0,57140,Y,33,6,Family Unlimited
3060,F,Single,0,564522,Y,22,42,Gold
3061,M,Married,0,80962,N,53,88,Family Gold
3062,F,Single,0,29611,Y,22,28,Gold
3063,M,Married,1,84404,N,75,110,Family Platinum
3064,M,Married,1,614488,Y,51,66,Family Silver
3065,F,Single,0,42939,Y,25,68,Gold
3066,M,Married,0,48256,N,23,59,Family Gold
3067,F,Single,0,80729,Y,23,15,Silver
3068,F,Single,2,36965,Y,21,13,Gold
3069,M,Married,1,28199,Y,28,120,Family Military
3070,M,Married,2,53486,N,48,71,Family Unlimited
3071,M,Single,1,57127,Y,20,25,Platinum
3072,M,Single,2,57659,N,20,9,Unlimited
3073,F,Single,0,59436,N,25,27,Silver
3074,F,Single,2,2880,N,29,52,Gold
3075,M,Married,1,94584,Y,38,84,Family Unlimited
3076,M,Married,1,88391,N,23,53,Family Unlimited
3077,M,Single,0,85922,Y,21,22,Gold
3078,M,Married,1,46331,N,34,56,Family Silver
3079,M,Married,0,631377,Y,46,71,Family Platinum
3080,F,Single,1,95930,Y,24,28,Unlimited
3081,F,Married,0,28885,Y,30,63,Family Platinum
3082,M,Single,0,12549,Y,26,87,Unlimited
3083,M,Married,2,346932,Y,49,35,Family Military
3084,M,Married,1,70897,Y,50,99,Family Military
3085,M,Single,1,10742,N,29,61,Silver
3086,M,Single,2,68935,Y,27,5,Silver
3087,M,Single,0,32362,Y,23,9,Platinum
3088,M,Married,1,53228,Y,32,104,Family Unlimited
3089,M,Single,0,3209,Y,20,16,Gold
3090,M,Single,3,96168,Y,20,23,Unlimited
3091,M,Married,0,76418,Y,53,73,Family Gold
3092,M,Single,1,9043,N,27,38,Unlimited
3093,F,Married,1,54627,Y,27,3,Family Unlimited
3094,M,Single,1,57586,N,30,54,Unlimited
3095,F,Single,1,37040,Y,18,8,Silver
3096,F,Single,1,883336,Y,73,29,Gold
3097,F,Single,0,34031,Y,68,82,Silver
3098,M,Single,0,16277,Y,24,35,Gold
3099,M,Married,9,13050,N,44,72,Family Gold
3100,M,Single,2,55869,Y,20,6,Platinum
3101,M,Single,0,14435,N,25,1,Gold
3102,F,Married,1,95382,N,40,108,Family Platinum
3103,M,Married,4,63565,Y,49,24,Family Platinum
3104,F,Single,2,55259,Y,20,11,Unlimited
3105,M,Married,0,10187,Y,38,34,Family Platinum
3106,M,Married,2,67602,N,51,63,Family Silver
3107,M,Married,0,97125,Y,40,119,Family Military
3108,M,Single,0,450970,Y,71,52,Gold
3109,M,Single,1,73248,Y,25,32,Unlimited
3110,M,Married,0,6245,Y,40,39,Family Military
3111,M,Married,5,90191,Y,34,47,Family Platinum
3112,M,Married,0,5986,Y,51,113,Family Unlimited
3113,M,Married,1,38769,Y,40,12,Family Gold
3114,M,Single,0,6742,N,21,41,Silver
3115,M,Married,2,66937,Y,25,35,Family Silver
3116,F,Married,2,73762,N,35,67,Family Gold
3117,F,Married,0,65671,Y,54,117,Family Unlimited
3118,F,Married,0,84370,Y,36,5,Family Platinum
3119,F,Married,7,53313,Y,30,117,Family Gold
3120,M,Single,0,30601,Y,19,11,Unlimited
3121,M,Married,0,11725,N,54,102,Family Platinum
3122,M,Married,1,71675,Y,33,78,Family Gold
3123,F,Single,0,7514,N,18,7,Silver
3124,M,Single,0,7076,Y,22,34,Gold
3125,M,Married,0,2704,Y,81,62,Family Platinum
3126,F,Single,0,54588,Y,24,17,Platinum
3127,M,Single,2,25287,Y,22,51,Platinum
3128,F,Married,1,48541,Y,30,77,Family Platinum
3129,M,Single,0,60942,Y,26,80,Gold
3130,M,Married,2,56075,Y,43,118,Family Military
3131,B,Married,2,63445,Y,52,78,Family Gold
3132,F,Married,4,46224,N,34,35,Family Gold
3133,F,Single,0,93607,Y,30,33,Gold
3134,F,Married,1,68746,Y,48,14,Family Military
3135,M,Married,0,13778,N,45,69,Family Silver
3136,M,Married,2,94363,N,44,106,Family Military
3137,F,Single,1,106262,Y,26,103,Unlimited
3138,F,Married,0,16929,Y,38,57,Family Unlimited
3139,M,Married,1,637389,Y,39,46,Family Silver
3140,F,Married,1,315076,Y,41,44,Family Silver
3141,M,Single,1,83729,N,27,48,Platinum
3142,M,Single,1,21966,Y,30,21,Gold
3143,F,Single,1,64409,Y,28,76,Unlimited
3144,F,Married,1,20288,Y,33,55,Family Unlimited
3145,F,Married,8,5785,Y,52,87,Family Military
3146,F,Married,2,49221,Y,39,68,Family Unlimited
3147,F,Married,8,96623,Y,32,5,Family Gold
3148,F,Married,1,69162,Y,28,39,Family Unlimited
3149,M,Single,0,59852,N,51,108,Silver
3150,F,Single,0,73030,N,23,54,Platinum
3151,F,Married,1,7873,Y,52,40,Family Gold
3152,M,Single,2,38999,Y,21,35,Silver
3153,F,Married,0,41899,Y,70,60,Family Silver
3154,F,Single,2,10124,Y,21,10,Platinum
3155,M,Single,2,12833,Y,21,32,Gold
3156,M,Single,0,807406,N,28,48,Silver
3157,M,Married,3,725407,N,36,6,Family Unlimited
3158,M,Married,0,16793,Y,30,20,Family Military
3159,M,Married,0,44381,N,51,60,Family Unlimited
3160,F,Single,2,239394,N,28,65,Silver
3161,M,Married,1,8322,Y,42,67,Family Silver
3162,M,Single,1,49481,Y,25,31,Platinum
3163,F,Married,1,4352,Y,24,3,Family Silver
3164,F,Single,0,4045,N,26,42,Platinum
3165,M,Married,2,68272,Y,51,56,Family Gold
3166,M,Married,2,82758,Y,48,15,Family Platinum
3167,M,Married,6,43516,Y,49,82,Family Gold
3168,F,Married,1,761129,Y,23,24,Family Military
3169,M,Married,1,18837,Y,42,38,Family Unlimited
3170,F,Single,1,75221,N,30,120,Silver
3171,F,Single,0,36149,Y,23,36,Unlimited
3172,F,Single,0,57187,Y,27,95,Platinum
3173,F,Single,1,351156,N,18,7,Gold
3174,F,Single,2,49429,Y,20,30,Gold
3175,M,Married,2,49833,N,51,13,Family Platinum
3176,F,Married,0,20059,N,68,73,Family Unlimited
3177,M,Married,1,77159,Y,54,24,Family Unlimited
3178,M,Single,0,59720,N,27,102,Unlimited
3179,M,Married,2,94166,Y,24,19,Family Gold
3180,F,Single,0,79966,Y,53,69,Platinum
3181,F,Married,2,99486,Y,27,40,Family Platinum
3182,F,Single,0,22298,N,28,27,Gold
3183,M,Single,1,95143,N,21,48,Silver
3184,M,Married,1,28283,Y,50,84,Family Platinum
3185,M,Married,0,29497,Y,33,50,Family Unlimited
3186,M,Married,0,89017,N,53,46,Family Silver
3187,F,Single,4,5317,Y,25,20,Silver
3188,F,Single,1,114704,Y,28,24,Platinum
3189,M,Single,0,27991,N,20,18,Platinum
3190,M,Married,0,15199,Y,53,116,Family Silver
3191,F,Married,1,10957,Y,37,51,Family Silver
3192,M,Married,0,59422,Y,29,115,Family Gold
3193,M,Single,0,95395,Y,23,39,Unlimited
3194,M,Married,0,26160,Y,54,104,Family Military
3195,F,Married,0,34183,Y,29,113,Family Unlimited
3196,M,Single,2,1932,N,25,58,Unlimited
3197,F,Married,0,36137,Y,39,66,Family Military
3198,F,Single,0,36418,Y,30,22,Platinum
3199,F,Single,1,94086,Y,27,45,Platinum
3200,F,Married,0,90257,Y,37,56,Family Silver
3201,F,Single,0,53344,Y,24,48,Platinum
3202,F,Married,2,370725,N,43,67,Family Platinum
3203,F,Married,2,66134,Y,47,92,Family Platinum
3204,F,Married,0,72344,Y,56,107,Family Gold
3205,M,Single,0,46394,Y,23,25,Gold
3206,M,Single,0,60243,N,55,55,Platinum
3207,F,Married,1,43037,Y,35,70,Family Unlimited
3208,M,Married,0,858582,N,51,7,Family Platinum
3209,M,Married,0,65522,N,30,12,Family Platinum
3210,F,Single,0,70250,N,25,4,Gold
3211,M,Single,0,73449,Y,19,2,Platinum
3212,F,Single,0,43557,N,22,33,Gold
3213,M,Single,0,42438,N,23,39,Unlimited
3214,F,Single,0,8017,Y,29,37,Gold
3215,M,Single,0,44249,Y,20,8,Platinum
3216,F,Married,0,5626,Y,34,7,Family Gold
3217,M,Single,2,63585,Y,20,14,Unlimited
3218,M,Married,1,20928,Y,38,112,Family Platinum
3219,F,Single,1,43346,Y,21,29,Silver
3220,M,Married,0,71660,Y,41,56,Family Military
3221,M,Married,2,41820,Y,40,16,Family Gold
3222,M,Married,0,57275,Y,47,65,Family Platinum
3223,F,Single,1,14385,Y,30,94,Platinum
3224,M,Married,0,2507,Y,40,36,Family Unlimited
3225,F,Married,1,152480,Y,23,19,Family Unlimited
3226,F,Single,7,20230,Y,30,10,Silver
3227,M,Single,2,81459,Y,20,36,Unlimited
3228,M,Single,1,87081,Y,22,60,Silver
3229,M,Single,2,60551,Y,28,45,Unlimited
3230,F,Married,1,357825,N,37,38,Family Gold
3231,M,Married,0,98934,Y,38,114,Family Silver
3232,F,Single,0,877601,Y,19,11,Silver
3233,F,Married,8,2896,Y,46,104,Family Military
3234,F,Single,1,78255,Y,46,64,Unlimited
3235,M,Married,2,90915,N,51,105,Family Unlimited
3236,M,Married,0,85110,Y,35,88,Family Platinum
3237,M,Married,5,22844,Y,47,48,Family Gold
3238,M,Married,0,744990,Y,27,70,Family Unlimited
3239,M,Single,0,37037,Y,71,41,Unlimited
3240,M,Married,2,32401,Y,40,3,Family Silver
3241,M,Married,9,13147,Y,28,99,Family Silver
3242,F,Single,0,58336,Y,66,108,Unlimited
3243,M,Single,0,28833,N,19,14,Silver
3244,M,Single,1,85622,Y,27,7,Gold
3245,M,Married,1,84451,N,34,21,Family Military
3246,M,Single,1,12653,Y,27,88,Platinum
3247,M,Single,0,83464,N,69,54,Gold
3248,F,Married,1,236325,Y,42,46,Family Gold
3249,B,Single,1,38914,Y,26,83,Platinum
3250,M,Married,0,464961,Y,24,59,Family Platinum
3251,M,Married,0,49378,Y,53,33,Family Gold
3252,F,Married,0,20626,N,38,66,Family Silver
3253,M,Single,0,41852,Y,18,11,Gold
3254,M,Married,0,67170,N,69,23,Family Military
3255,F,Married,0,32098,N,34,54,Family Platinum
3256,M,Single,0,94538,Y,27,31,Platinum
3257,M,Married,2,11201,Y,27,28,Family Military
3258,M,Single,0,5918,Y,24,67,Silver
3259,M,Married,0,97490,Y,29,6,Family Gold
3260,F,Single,0,62674,Y,30,118,Silver
3261,F,Single,1,36278,Y,18,9,Unlimited
3262,F,Single,1,393870,Y,18,12,Gold
3263,F,Married,1,185518,N,50,36,Family Platinum
3264,B,Married,0,281822,Y,32,61,Family Silver
3265,F,Single,2,59270,Y,24,3,Silver
3266,M,Married,0,27804,N,50,5,Family Unlimited
3267,F,Single,0,30546,N,30,42,Unlimited
3268,F,Single,0,46232,Y,30,81,Platinum
3269,M,Single,0,46461,Y,25,61,Silver
3270,F,Single,1,19737,Y,22,38,Platinum
3271,M,Single,0,24061,N,21,15,Platinum
3272,F,Married,0,62648,Y,39,82,Family Military
3273,M,Single,0,66094,Y,26,73,Platinum
3274,F,Single,1,62438,Y,25,26,Silver
3275,M,Married,2,62989,Y,35,112,Family Gold
3276,N,Single,0,36531,Y,26,59,Silver
3277,F,Single,0,7985,Y,20,29,Platinum
3278,F,Married,0,110385,Y,84,29,Family Platinum
3279,F,Single,0,19351,N,63,38,Platinum
3280,M,Married,2,10273,Y,32,108,Family Military
3281,M,Single,1,52308,Y,25,89,Platinum
3282,M,Single,1,54733,N,24,53,Platinum
3283,M,Married,1,52868,Y,37,107,Family Silver
3284,F,Single,1,43909,Y,25,60,Platinum
3285,M,Single,2,2245,Y,26,34,Platinum
3286,M,Single,0,246051,N,18,1,Platinum
3287,M,Married,0,782528,Y,84,88,Family Silver
3288,M,Married,0,51461,Y,27,57,Family Platinum
3289,F,Married,0,47119,Y,36,12,Family Silver
3290,F,Single,0,14170,N,23,5,Platinum
3291,M,Married,0,72673,Y,40,21,Family Silver
3292,M,Married,0,27769,Y,32,71,Family Military
3293,M,Married,2,23655,Y,41,11,Family Silver
3294,F,Married,0,45665,Y,68,57,Family Military
3295,M,Single,1,87099,N,26,41,Gold
3296,F,Single,0,73892,Y,21,33,Gold
3297,M,Married,2,15325,Y,40,114,Family Gold
3298,F,Single,2,426282,Y,30,29,Unlimited
3299,F,Married,2,68630,Y,44,34,Family Silver
3300,F,Single,0,53040,Y,28,84,Unlimited
3301,F,Single,1,96205,Y,28,47,Silver
3302,F,Married,2,47009,Y,43,18,Family Military
3303,M,Married,1,19022,Y,45,24,Family Silver
3304,F,Married,0,51551,Y,29,77,Family Platinum
3305,M,Married,0,64344,Y,46,56,Family Gold
3306,F,Married,1,32410,Y,34,81,Family Platinum
3307,F,Single,0,13859,Y,22,35,Platinum
3308,F,Single,1,407716,N,20,15,Silver
3309,F,Single,1,81927,Y,22,34,Silver
3310,M,Married,0,30409,Y,48,76,Family Silver
3311,M,Single,0,687000,Y,21,12,Gold
3312,F,Single,3,13881,Y,22,12,Silver
3313,F,Married,0,8739,N,23,19,Family Silver
3314,M,Single,0,55240,N,25,46,Platinum
3315,M,Single,0,66269,N,19,15,Platinum
3316,M,Single,0,16473,N,20,19,Gold
3317,F,Single,0,3650,Y,20,29,Platinum
3318,M,Single,1,630795,N,28,62,Unlimited
3319,F,Single,1,86410,Y,30,2,Platinum
3320,M,Married,7,7594,Y,29,66,Family Gold
3321,M,Single,1,81253,Y,25,82,Unlimited
3322,F,Married,1,5827,Y,50,120,Family Unlimited
3323,F,Single,0,453691,Y,76,7,Silver
3324,F,Single,0,58385,Y,29,14,Unlimited
3325,F,Married,1,88564,N,39,8,Family Silver
3326,F,Married,5,89688,Y,39,6,Family Silver
3327,M,Married,2,95434,N,38,69,Family Unlimited
3328,M,Married,0,54566,Y,33,116,Family Unlimited
3329,M,Single,1,91261,Y,19,18,Silver
3330,F,Single,0,530547,Y,21,48,Platinum
3331,F,Married,0,618648,Y,53,52,Family Platinum
3332,M,Single,1,54074,N,22,54,Unlimited
3333,F,Married,1,10253,Y,44,104,Family Silver
3334,M,Single,1,28804,Y,20,29,Gold
3335,M,Single,0,46057,N,25,72,Gold
3336,F,Single,0,15524,Y,21,12,Unlimited
3337,M,Single,0,94634,Y,27,91,Gold
3338,F,Single,1,461583,Y,29,94,Gold
3339,M,Married,5,237700,Y,34,81,Family Silver
3340,F,Single,0,88647,Y,22,9,Gold
3341,F,Single,0,32607,Y,20,15,Silver
3342,M,Married,0,36590,N,39,98,Family Silver
3343,M,Single,0,67660,N,81,30,Gold
3344,M,Single,1,88355,Y,24,30,Unlimited
3345,M,Married,2,53409,N,37,31,Family Platinum
3346,M,Married,0,74986,Y,38,76,Family Military
3347,M,Single,0,66121,Y,22,53,Silver
3348,F,Single,0,33703,Y,19,7,Silver
3349,F,Married,0,86012,N,42,74,Family Military
3350,M,Married,0,45174,Y,40,60,Family Gold
3351,M,Single,0,48870,N,28,39,Unlimited
3352,M,Married,1,89061,Y,46,86,Family Military
3353,F,Married,4,60033,Y,33,101,Family Unlimited
3354,M,Single,0,82834,Y,29,58,Platinum
3355,F,Single,1,12730,Y,28,82,Gold
3356,F,Single,0,86646,N,28,39,Gold
3357,F,Married,1,446333,N,23,59,Family Silver
3358,F,Married,0,45571,Y,44,48,Family Silver
3359,F,Single,0,20014,Y,25,43,Silver
3360,M,Single,0,55409,Y,30,85,Unlimited
3361,F,Single,0,76820,Y,20,4,Silver
3362,F,Married,1,62014,N,47,47,Family Gold
3363,F,Single,2,29047,Y,23,15,Unlimited
3364,F,Married,0,95640,N,35,89,Family Gold
3365,F,Single,0,612766,Y,30,10,Platinum
3366,F,Married,0,330822,N,38,12,Family Unlimited
3367,M,Single,0,92413,N,80,26,Gold
3368,F,Married,0,93231,Y,29,30,Family Gold
3369,M,Single,1,713634,Y,25,68,Silver
3370,F,Single,0,42383,Y,85,16,Platinum
3371,M,Single,1,87715,Y,27,70,Unlimited
3372,M,Single,0,890780,Y,21,4,Gold
3373,F,Married,0,35712,N,31,90,Family Unlimited
3374,F,Married,1,64700,N,24,60,Family Gold
3375,F,Single,0,92088,Y,26,17,Silver
3376,F,Single,0,40526,Y,21,12,Silver
3377,M,Single,0,64955,Y,21,38,Unlimited
3378,M,Single,0,220236,Y,84,10,Unlimited
3379,M,Single,0,6662,N,25,46,Unlimited
3380,F,Married,2,920966,N,36,23,Family Silver
3381,M,Single,2,60247,N,26,31,Unlimited
3382,F,Single,1,60907,Y,24,5,Silver
3383,M,Single,6,78217,N,30,119,Silver
3384,F,Married,1,69876,Y,42,96,Family Platinum
3385,F,Single,1,73549,Y,18,10,Gold
3386,M,Married,0,78198,Y,23,56,Family Gold
3387,M,Single,2,595918,N,24,72,Gold
3388,M,Single,1,171918,Y,20,22,Silver
3389,M,Married,2,63066,Y,52,65,Family Silver
3390,M,Married,1,30903,Y,32,25,Family Silver
3391,F,Single,0,38127,N,28,38,Gold
3392,M,Single,0,558165,Y,23,20,Silver
3393,F,Single,0,72551,Y,60,79,Platinum
3394,M,Single,0,74082,Y,24,44,Gold
3395,M,Single,2,19386,Y,22,46,Platinum
3396,F,Single,0,84901,Y,54,19,Silver
3397,F,Married,1,434878,Y,24,76,Family Military
3398,F,Single,0,8836,Y,30,9,Gold
3399,M,Married,1,75598,N,42,71,Family Unlimited
3400,F,Married,1,40765,Y,48,115,Family Platinum
3401,M,Single,0,35614,Y,27,25,Unlimited
3402,F,Single,0,24484,Y,24,66,Silver
3403,M,Married,2,10080,Y,24,31,Family Silver
3404,M,Married,1,50447,Y,48,80,Family Silver
3405,M,Married,0,73425,Y,29,115,Family Platinum
