"Age","CarOwner","EstIncome","Gender","ID","MaritalStatus","MemberShipPlan","MonthsAsCustomer","NumChildren","AccessoriesPaid","AvgMonthlySpend","BillMonthlyDate","LastBillAmount","LatePaymentCharges","LatePaymentCount","PaymentType","DroppedCalls","SupportCallsYear","SupportCallsMonth","ComplaintsYear","ComplaintsMonth","CHURN"
"49","Y","76092","F","9990","Married","Family Unlimited","74","0","0.00","174.56","17","173.97","43.50","5","CC","3","8","1","2","1","T"
"25","Y","86684","F","9999","Single","Gold","13","1","0.00","66.02","3","66.02","0.00","0","Auto","4","1","1","2","1","T"
"30","Y","24404","M","10009","Single","Unlimited","38","0","0.00","164.40","3","164.40","0.00","0","Auto","4","20","2","2","1","T"
"41","Y","98196","F","10039","Married","Family Gold","65","0","0.00","113.85","17","112.89","62.09","11","CK","0","10","3","2","1","F"
"53","Y","24463","M","10083","Married","Family Unlimited","44","0","0.00","171.53","17","170.17","59.56","7","CK","1","28","3","2","1","T"
"54","N","36458","M","10098","Married","Family Platinum","64","0","0.00","147.36","17","147.13","14.72","2","CC","4","0","0","6","4","T"
"77","Y","15003","M","10136","Married","Family Platinum","69","0","0.00","142.23","17","141.61","42.49","6","CC","0","3","3","0","0","F"
"75","Y","50234","M","10203","Single","Gold","48","0","0.00","68.84","3","68.62","10.30","3","CC","2","8","8","0","0","F"
"24","Y","58193","F","10230","Single","Silver","35","0","0.00","47.14","3","47.14","0.00","0","Auto","0","11","2","0","0","T"
"23","Y","58690","M","10272","Single","Unlimited","12","0","0.00","105.71","3","105.71","0.00","0","Auto","3","0","0","2","1","F"
"36","Y","51993","F","10303","Married","Family Gold","71","1","0.00","112.34","17","112.34","0.00","0","Auto","2","10","1","2","1","F"
"49","Y","80076","M","10319","Married","Family Military","100","2","3.95","124.02","17","123.98","0.00","0","Auto","1","1","0","0","0","F"
"19","N","93796","F","10356","Single","Silver","13","2","7.80","47.84","17","47.24","0.00","0","Auto","0","1","1","0","0","F"
"27","Y","698333","M","10401","Single","Silver","30","0","0.00","49.62","17","49.62","0.00","0","CC","0","0","0","0","0","F"
"42","Y","21235","F","10425","Married","Family Gold","30","0","0.00","118.56","17","118.16","11.82","2","ACH","1","0","0","0","0","F"
"56","Y","80043","F","1048","Single","Unlimited","91","1","58.03","104.51","17","102.96","82.37","16","CK","5","21","5","2","1","T"
"34","Y","8622","F","10506","Married","Family Silver","104","1","0.00","81.30","3","81.30","0.00","0","Auto","2","1","0","2","1","F"
"41","Y","91208","F","10534","Married","Family Silver","38","1","22.10","88.26","3","87.33","13.10","3","CC","2","0","0","0","0","F"
"32","Y","86770","F","10603","Married","Family Military","82","2","59.68","129.61","17","128.88","0.00","0","Auto","0","0","0","0","0","F"
"23","Y","852136","M","10614","Married","Family Platinum","26","1","0.00","145.90","3","145.34","14.54","2","CC","1","3","0","0","0","F"
"81","N","79824","F","10671","Married","Family Platinum","86","0","0.00","142.95","17","142.95","0.00","0","PP","1","0","0","0","0","F"
"24","Y","99915","F","10693","Married","Family Gold","26","1","0.00","113.92","17","113.92","0.00","0","PP","3","0","0","2","1","T"
"29","Y","17571","M","10707","Single","Gold","56","4","21.69","65.06","17","64.10","32.05","10","CK","0","29","5","2","1","T"
"32","N","48527","M","10709","Married","Family Silver","32","2","0.00","168.60","17","168.60","0.00","0","Auto","0","9","4","0","0","F"
"27","Y","41157","M","1074","Single","Platinum","54","2","58.83","90.28","3","89.19","0.00","0","Auto","3","3","0","0","0","F"
"42","Y","12281","M","10770","Married","Family Gold","18","2","58.64","119.79","3","116.20","5.81","1","CC","0","3","0","0","0","F"
"30","Y","45768","M","10773","Single","Platinum","40","0","59.80","86.85","17","85.14","8.52","2","ACH","3","0","0","2","1","F"
"48","Y","10653","F","10790","Married","Family Gold","6","1","0.00","118.04","17","118.04","0.00","0","CC","5","0","0","5","3","T"
"26","N","24700","M","10806","Married","Family Military","15","2","0.00","120.30","17","120.30","0.00","0","Auto","1","0","0","2","1","F"
"22","Y","46000","F","10847","Single","Platinum","53","1","38.22","88.55","3","87.82","0.00","0","Auto","3","29","3","2","1","T"
"30","Y","495927","F","10991","Single","Silver","78","1","0.00","43.58","3","43.41","13.03","6","CC","0","12","4","0","0","T"
"29","Y","51507","M","11088","Married","Family Silver","1","2","0.00","85.89","3","85.89","0.00","0","ACH","3","0","0","2","1","F"
"46","Y","13676","M","11089","Married","Family Military","17","1","2.87","128.11","3","127.94","0.00","0","Auto","0","0","0","2","1","F"
"21","N","21290","M","11100","Single","Platinum","19","2","44.31","83.58","3","81.24","0.00","0","Auto","3","1","0","3","2","T"
"18","Y","79813","M","11142","Single","Unlimited","12","1","0.00","102.82","3","102.82","0.00","0","PP","5","2","0","9","5","T"
"36","Y","409116","M","11192","Married","Family Military","44","2","0.00","128.01","17","128.01","0.00","0","Auto","4","0","0","5","4","T"
"82","Y","658974","M","11236","Married","Family Military","62","0","17.63","121.93","3","120.57","66.32","11","CK","1","10","3","0","0","F"
"22","Y","84055","F","11237","Single","Unlimited","32","1","0.00","109.56","17","109.56","0.00","0","CC","4","4","4","5","4","T"
"45","Y","16426","F","11253","Married","Family Silver","78","2","42.81","86.63","17","85.80","21.45","5","CC","0","0","0","2","1","F"
"21","Y","2669","F","11295","Single","Unlimited","12","0","10.85","108.81","3","107.90","0.00","0","Auto","5","23","4","2","1","T"
"83","N","19597","F","11346","Single","Platinum","64","0","0.00","85.51","17","85.11","25.54","6","CC","2","11","1","2","1","F"
"35","Y","86619","M","11361","Married","Family Unlimited","97","2","0.00","178.53","3","177.88","62.26","7","ACH","2","3","3","2","1","F"
"28","Y","32458","F","11368","Single","Gold","88","1","0.00","62.78","17","62.60","15.65","5","CC","0","2","2","2","1","F"
"37","N","99990","F","11387","Married","Family Unlimited","25","0","53.62","175.32","3","171.80","34.36","4","CK","2","5","5","4","2","T"
"29","Y","10467","F","1140","Single","Platinum","12","0","0.00","81.77","3","81.77","0.00","0","CC","2","4","4","2","1","F"
"25","Y","53539","M","11410","Married","Family Gold","68","0","9.46","110.31","17","110.17","0.00","0","Auto","1","0","0","0","0","F"
"43","Y","92740","M","1146","Married","Family Silver","80","1","0.00","84.61","17","84.34","21.09","5","CC","3","0","0","0","0","T"
"50","Y","22953","F","11476","Married","Family Military","115","2","37.37","147.20","3","146.30","65.84","9","CC","3","1","1","4","2","T"
"50","Y","26252","F","11525","Married","Family Silver","8","0","0.00","83.93","3","83.93","0.00","0","ACH","0","0","0","2","1","F"
"23","Y","6909","M","1161","Single","Platinum","42","0","0.00","88.66","17","88.66","0.00","0","Auto","0","0","0","0","0","F"
"50","Y","88977","F","11635","Married","Family Unlimited","29","2","37.96","219.31","3","218.00","0.00","0","Auto","0","0","0","0","0","F"
"22","Y","339556","F","1167","Single","Unlimited","50","1","50.26","104.86","3","103.85","0.00","0","Auto","0","12","2","0","0","T"
"22","Y","39453","F","11675","Single","Platinum","47","1","0.00","88.32","3","88.32","0.00","0","Auto","0","15","3","2","0","T"
"33","Y","14611","M","11693","Married","Family Military","42","2","0.00","121.53","3","121.53","0.00","0","Auto","0","3","0","0","0","F"
"46","Y","87136","M","11700","Married","Family Silver","115","2","0.00","83.71","3","83.38","37.53","9","CC","1","4","0","0","0","F"
"25","N","83402","F","11714","Single","Unlimited","30","1","13.64","105.58","3","105.12","0.00","0","Auto","5","1","1","5","4","T"
"40","N","85701","F","11727","Married","Family Military","88","0","0.00","188.65","3","187.90","65.77","7","CC","0","1","0","2","1","F"
"48","Y","87077","F","11735","Married","Family Military","51","1","55.30","128.33","17","126.13","56.76","9","CK","2","38","5","4","2","T"
"32","Y","20648","F","11744","Married","Family Silver","87","2","0.00","83.94","17","83.79","12.57","3","CC","5","0","0","2","1","F"
"49","Y","95586","M","11763","Married","Family Platinum","33","1","0.00","146.94","3","146.49","14.65","2","ACH","0","0","0","2","0","F"
"27","Y","16208","F","1182","Single","Unlimited","78","1","0.00","104.43","3","103.50","72.45","14","CK","0","19","2","0","0","T"
"28","Y","41193","F","11855","Single","Silver","2","0","6.59","44.67","3","41.37","0.00","0","CK","3","3","3","2","1","F"
"22","Y","60238","M","11864","Single","Gold","6","1","0.00","64.01","17","64.01","0.00","0","PP","0","12","2","0","0","T"
"30","Y","8433","F","1191","Single","Gold","23","7","0.00","64.95","17","64.95","0.00","0","Auto","3","1","1","2","1","F"
"48","N","67520","F","11958","Married","Family Platinum","45","2","0.00","151.24","17","149.90","59.96","8","CK","0","45","5","0","0","T"
"45","Y","16279","M","11961","Married","Family Military","69","8","0.00","123.32","3","122.87","30.72","5","CC","1","1","1","0","0","F"
"44","N","84691","F","11972","Married","Family Unlimited","118","0","0.00","170.93","3","170.28","76.63","9","CC","2","0","0","2","1","F"
"42","Y","38080","F","11994","Married","Family Military","93","0","5.36","128.83","3","128.28","44.90","7","CC","2","2","0","0","0","F"
"24","Y","730589","M","1267","Single","Platinum","76","0","0.00","88.19","17","88.19","0.00","0","Auto","3","0","0","2","1","T"
"52","Y","51200","M","1352","Married","Family Gold","21","0","0.00","118.58","3","118.58","0.00","0","Auto","0","0","0","0","0","F"
"25","Y","687611","M","1372","Single","Unlimited","50","1","0.00","108.20","3","107.87","16.19","3","CC","4","1","0","8","4","T"
"50","Y","31721","F","1384","Married","Family Gold","15","2","0.00","114.77","3","114.38","5.72","1","CC","0","0","0","0","0","F"
"20","Y","34611","F","1429","Single","Silver","2","0","0.00","47.26","3","47.26","0.00","0","CC","5","4","4","2","1","F"
"52","Y","45175","M","1447","Married","Family Gold","102","1","57.53","117.16","17","116.14","46.46","8","CC","0","0","0","2","1","F"
"41","Y","8301","F","1463","Married","Family Silver","70","1","0.00","82.54","3","82.54","0.00","0","Auto","2","1","0","3","2","T"
"25","N","22468","M","1475","Single","Unlimited","11","0","0.00","105.28","17","105.28","0.00","0","CC","5","0","0","5","3","T"
"32","N","7344","M","1481","Married","Family Platinum","75","0","0.00","240.00","3","240.00","0.00","0","Auto","0","0","0","2","1","F"
"30","Y","19348","M","1489","Single","Gold","82","1","24.67","68.77","3","68.46","0.00","0","Auto","0","3","0","2","0","F"
"32","Y","14779","F","1505","Married","Family Gold","104","0","0.00","119.51","3","119.05","47.62","8","ACH","0","2","0","0","0","F"
"45","N","67398","M","1557","Married","Family Platinum","90","0","37.18","144.17","17","142.49","114.00","16","CK","0","4","4","2","1","F"
"49","Y","81778","F","1606","Married","Family Silver","101","0","0.00","87.61","3","86.83","78.15","18","CK","0","2","2","0","0","F"
"46","N","50790","F","1644","Married","Family Silver","63","2","0.00","84.37","17","83.63","46.00","11","CK","1","6","6","0","0","F"
"24","Y","71207","F","1657","Single","Gold","33","0","0.00","66.92","17","66.81","3.35","1","PP","1","1","1","0","0","F"
"37","N","26133","F","1673","Married","Family Silver","36","2","0.00","87.73","17","87.73","0.00","0","Auto","2","4","0","2","1","F"
"27","Y","79707","F","1681","Married","Family Unlimited","14","9","5.51","241.41","3","239.30","23.93","2","CK","2","11","6","2","1","T"
"18","Y","58042","F","1692","Single","Unlimited","6","1","0.00","103.28","17","103.28","0.00","0","Auto","3","14","3","2","1","T"
"40","Y","404833","M","1696","Married","Family Platinum","31","1","0.00","148.12","17","148.12","0.00","0","Auto","1","2","0","0","0","F"
"21","Y","81150","F","1727","Single","Silver","4","2","0.00","45.84","3","45.84","0.00","0","PP","1","1","1","1","0","F"
"46","Y","35255","F","1780","Married","Family Gold","82","1","0.00","110.24","17","110.24","0.00","0","Auto","0","0","0","0","0","F"
"26","Y","77326","M","1855","Single","Unlimited","26","0","30.15","101.39","17","100.23","0.00","0","CC","3","0","0","2","1","T"
"27","Y","64474","M","1868","Married","Family Platinum","117","0","41.69","217.89","3","216.70","97.52","9","CC","2","3","0","3","2","T"
"47","Y","80198","M","1924","Married","Family Unlimited","85","2","0.00","170.60","3","170.60","0.00","0","Auto","4","0","0","6","3","T"
"23","Y","68625","F","1935","Single","Platinum","57","0","5.60","88.35","3","87.94","17.59","4","CC","3","3","3","4","2","F"
"28","N","550807","M","1951","Single","Silver","33","0","0.00","43.60","17","43.53","2.18","1","CC","0","6","6","0","0","F"
"30","N","63416","F","1972","Married","Family Silver","8","0","0.00","87.05","3","86.50","4.33","1","CK","0","3","3","0","0","F"
"24","Y","75420","F","2005","Single","Platinum","70","0","0.00","86.39","17","86.39","0.00","0","CC","1","10","2","0","0","F"
"26","N","37162","M","2019","Married","Family Platinum","40","2","24.73","148.00","3","146.83","22.03","3","CC","3","0","0","2","1","F"
"49","Y","11127","F","2021","Married","Family Unlimited","46","1","27.65","177.87","17","177.26","0.00","0","Auto","5","0","0","2","1","F"
"27","N","92811","F","2045","Single","Platinum","75","0","24.68","82.65","3","82.32","0.00","0","Auto","0","11","4","0","0","T"
"27","Y","74800","F","2050","Single","Gold","83","0","42.15","64.83","3","64.32","0.00","0","Auto","2","11","2","0","0","T"
"29","Y","41200","M","2079","Single","Unlimited","78","1","16.66","104.57","3","103.95","31.19","6","PP","1","0","0","0","0","F"
"20","Y","46993","M","2083","Single","Silver","6","1","0.00","43.08","3","43.08","0.00","0","CC","1","6","6","0","0","F"
"39","N","193282","M","2110","Married","Family Gold","76","2","35.25","115.96","17","115.49","0.00","0","Auto","1","0","0","0","0","F"
"47","Y","777387","F","2127","Married","Family Unlimited","76","8","0.00","177.38","17","175.87","114.32","13","CK","5","3","3","6","3","T"
"23","Y","82467","F","2158","Single","Unlimited","56","1","5.37","161.58","3","160.90","32.18","4","CC","3","2","2","2","1","T"
"39","N","46672","F","2166","Married","Family Gold","23","2","0.00","110.91","3","110.66","5.54","1","CC","0","0","0","0","0","F"
"38","N","949355","F","2202","Married","Family Unlimited","9","4","0.00","175.80","3","174.82","8.75","1","CK","1","6","6","2","0","F"
"28","Y","80781","M","2212","Single","Gold","30","0","0.00","64.27","3","64.05","6.41","2","CC","1","8","8","0","0","F"
"40","Y","6476","M","2287","Married","Family Gold","87","1","0.00","120.03","3","119.61","35.89","6","CC","0","0","0","2","1","F"
"26","N","78733","M","2293","Single","Silver","90","0","0.00","42.90","17","42.90","0.00","0","CC","3","15","3","2","0","T"
"34","N","85763","F","2318","Married","Family Silver","71","0","0.00","82.23","3","81.94","20.49","5","CC","0","0","0","0","0","F"
"18","Y","78371","M","2324","Single","Platinum","1","0","55.38","137.93","3","82.55","0.00","0","Auto","2","0","0","2","1","F"
"27","N","41008","F","2357","Married","Family Gold","103","2","11.25","110.46","17","110.35","0.00","0","Auto","0","0","0","0","0","F"
"29","Y","38098","M","2393","Married","Family Unlimited","72","0","0.00","175.61","17","175.61","0.00","0","Auto","0","0","0","0","0","F"
"48","Y","82228","M","2406","Married","Family Military","101","2","43.55","131.45","17","129.86","116.88","18","CK","4","2","2","2","1","T"
"22","Y","76569","F","2458","Single","Gold","45","0","55.03","63.68","17","62.45","0.00","0","Auto","0","0","0","0","0","F"
"40","Y","84602","F","2520","Married","Family Military","91","1","0.00","131.21","3","130.70","45.75","7","PP","0","0","0","2","1","F"
"23","Y","67759","B","2536","Single","Silver","1","1","53.11","93.79","3","40.68","0.00","0","CC","2","0","0","4","2","T"
"34","N","26556","M","2537","Married","Family Military","46","2","0.00","217.38","17","216.90","21.69","2","CC","3","0","0","4","2","T"
"25","Y","87109","F","2538","Single","Platinum","32","0","41.19","83.94","3","82.65","0.00","0","Auto","0","23","4","0","0","T"
"27","Y","29326","M","2564","Single","Platinum","56","0","7.38","86.99","3","86.54","17.31","4","PP","0","2","0","2","1","F"
"54","Y","82054","F","2591","Married","Family Silver","88","0","0.00","82.24","3","81.91","28.67","7","PP","1","2","0","0","0","F"
