ID,DroppedCalls,SupportCallsYear,SupportCallsMonth,ComplaintsYear,ComplaintsMonth
4852,4,3,0,2,1
4853,5,0,0,10,5
4854,3,2,2,0,0
4855,3,2,0,2,1
4856,0,0,0,2,1
4857,3,2,2,0,0
4858,1,0,0,0,0
4859,0,3,3,0,0
4860,0,0,0,0,0
4861,3,0,0,2,1
4862,0,7,2,0,0
4863,3,1,1,0,0
4864,2,1,1,4,2
4865,0,0,0,0,0
4866,5,0,0,8,5
4867,1,9,1,2,1
4868,2,1,0,2,1
4869,3,0,0,4,2
4870,5,35,5,4,2
4871,2,6,6,0,0
4872,2,3,3,2,1
4873,1,0,0,0,0
4874,1,2,2,0,0
4875,2,2,2,2,1
4876,0,3,3,0,0
4877,5,0,0,6,5
4878,3,0,0,2,1
4879,0,15,5,0,0
4880,5,0,0,4,2
4881,0,4,0,2,1
4882,0,0,0,0,0
4883,2,29,4,2,1
4884,0,4,0,2,1
4885,0,25,4,2,1
4886,3,8,3,4,2
4887,0,9,2,2,1
4888,2,0,0,2,0
4889,1,0,0,0,0
4890,3,2,2,0,0
4891,3,0,0,0,0
4892,0,1,1,0,0
4893,0,2,2,0,0
4894,1,19,2,2,1
4895,0,1,1,0,0
4896,0,0,0,0,0
4897,0,0,0,2,1
4898,3,0,0,2,1
4899,2,0,0,2,1
4900,2,10,6,0,0
4901,1,0,0,0,0
4902,0,35,6,0,0
4903,2,0,0,2,1
4904,4,1,0,3,2
4905,0,12,2,0,0
4906,0,4,0,0,0
4907,4,0,0,4,2
4908,1,0,0,0,0
4909,4,11,1,3,2
4910,0,3,0,0,0
4911,0,4,4,0,0
4912,0,4,0,0,0
4913,0,0,0,0,0
4914,0,0,0,2,1
4915,0,14,3,0,0
4916,0,50,5,0,0
4917,0,0,0,0,0
4918,0,0,0,0,0
4919,2,0,0,0,0
4920,0,3,3,2,1
4921,2,0,0,0,0
4922,0,1,0,0,0
4923,3,1,0,3,2
4924,2,0,0,0,0
4925,0,0,0,0,0
4926,1,23,4,2,1
4927,0,3,3,0,0
4928,1,3,0,0,0
4929,1,0,0,0,0
4930,3,0,0,0,0
4931,4,0,0,2,1
4932,0,10,4,0,0
4933,0,0,0,2,1
4934,0,0,0,0,0
4935,0,0,0,0,0
4936,1,37,4,0,0
4937,0,16,6,2,1
4938,0,0,0,0,0
4939,0,6,6,2,0
4940,0,0,0,0,0
4941,4,0,0,5,3
4942,4,0,0,2,1
4943,0,4,4,2,1
4944,0,5,5,0,0
4945,5,1,0,4,3
4946,1,5,5,0,0
4947,0,4,4,2,1
4948,3,4,4,2,1
4949,3,33,6,0,0
4950,2,0,0,0,0
4951,1,8,4,1,0
4952,2,14,7,2,1
4953,1,3,3,2,0
4954,1,3,3,2,1
4955,1,4,0,1,0
4956,4,7,3,2,1
4957,0,0,0,0,0
4958,3,0,0,2,1
4959,0,2,0,0,0
4960,0,1,1,0,0
4961,0,0,0,0,0
4962,2,4,4,2,1
4963,3,0,0,2,1
4964,5,0,0,8,4
4965,2,1,1,4,2
4966,0,3,3,0,0
4967,2,20,2,2,1
4968,5,1,1,2,1
4969,0,10,2,0,0
4970,4,0,0,2,1
4971,5,0,0,6,5
4972,2,4,0,0,0
4973,0,0,0,0,0
4974,0,0,0,0,0
4975,2,4,0,0,0
4976,4,3,3,3,2
4977,0,4,0,0,0
4978,0,36,4,0,0
4979,0,4,4,0,0
4980,3,9,3,3,2
4981,0,3,3,2,1
4982,1,13,3,0,0
4983,0,2,0,2,1
4984,0,3,3,0,0
4985,0,15,2,2,1
4986,3,1,1,4,2
4987,2,6,6,2,1
4988,0,0,0,2,1
4989,2,4,0,0,0
4990,0,0,0,2,1
4991,0,9,2,0,0
4992,2,4,4,4,2
4993,0,0,0,0,0
4994,0,32,3,0,0
4995,2,0,0,0,0
4996,0,16,4,2,1
4997,4,3,3,8,4
4998,3,0,0,3,2
4999,0,1,0,0,0
5000,4,0,0,6,4
5001,0,5,5,2,1
5002,4,1,0,8,4
5003,0,33,6,0,0
5004,3,2,0,2,1
5005,0,0,0,2,1
5006,5,7,1,4,2
5007,3,4,0,0,0
5008,2,6,6,4,2
5009,0,23,7,2,1
5010,0,0,0,2,0
5011,5,9,3,5,4
5012,3,5,5,0,0
5013,2,5,5,2,1
5014,4,1,1,2,1
5015,1,20,2,0,0
5016,5,0,0,4,2
5017,1,11,4,2,1
5018,0,8,2,0,0
5019,0,0,0,0,0
5020,1,3,3,0,0
5021,1,3,0,0,0
5022,4,6,6,3,2
5023,0,5,2,0,0
5024,0,1,0,0,0
5025,3,0,0,4,2
5026,0,0,0,0,0
5027,0,22,3,0,0
5028,1,21,4,2,0
5029,1,39,8,2,1
5030,3,4,0,2,1
5031,1,18,8,0,0
5032,4,1,0,6,3
5033,5,12,3,6,4
5034,0,11,1,0,0
5035,0,4,4,0,0
5036,4,20,5,6,4
5037,2,1,1,2,1
5038,0,5,5,0,0
5039,3,11,2,3,2
5040,1,3,0,0,0
5041,3,0,0,2,1
5042,1,18,2,2,1
5043,0,0,0,0,0
5044,2,22,4,2,1
5045,1,4,0,0,0
5046,3,23,2,2,1
5047,1,4,4,0,0
5048,0,0,0,0,0
5049,0,0,0,2,0
5050,2,20,6,2,1
5051,2,1,1,2,1
5052,0,0,0,0,0
5053,2,8,3,2,1
5054,3,0,0,0,0
5055,3,0,0,4,2
5056,0,0,0,0,0
5057,0,2,2,2,1
5058,4,3,0,2,1
5059,3,4,0,0,0
5060,3,0,0,2,1
5061,3,21,3,2,1
5062,4,0,0,7,4
5063,3,0,0,2,1
5064,0,0,0,0,0
5065,1,0,0,0,0
5066,3,0,0,0,0
5067,5,20,3,7,4
5068,0,4,4,0,0
5069,1,4,4,0,0
5070,0,3,0,0,0
5071,0,4,4,0,0
5072,0,7,7,0,0
5073,0,21,2,2,1
5074,3,1,0,2,1
5075,0,4,4,0,0
5076,1,3,3,0,0
5077,0,6,6,2,1
5078,0,0,0,0,0
5079,0,23,3,0,0
5080,2,0,0,2,1
5081,0,0,0,0,0
5082,0,0,0,0,0
5083,0,6,6,0,0
5084,0,2,2,0,0
5085,0,4,0,0,0
5086,0,0,0,0,0
5087,2,7,7,4,2
5088,0,6,1,2,1
5089,3,0,0,0,0
5090,1,0,0,0,0
5091,1,10,2,0,0
5092,3,4,0,4,2
5093,2,0,0,3,2
5094,5,2,2,5,3
5095,3,18,3,0,0
5096,3,0,0,0,0
5097,2,3,3,3,2
5098,0,1,0,0,0
5099,0,0,0,0,0
5100,5,1,0,6,3
5101,0,2,2,0,0
5102,1,32,3,0,0
5103,4,20,4,4,3
5104,0,16,2,0,0
5105,0,21,2,0,0
5106,1,6,1,2,0
5107,2,16,4,0,0
5108,1,4,4,0,0
5109,0,0,0,0,0
5110,5,2,2,4,3
5111,0,0,0,0,0
5112,2,3,0,2,1
5113,2,0,0,1,0
5114,4,26,4,2,1
5115,0,7,1,0,0
5116,2,7,3,3,2
5117,1,4,0,2,1
5118,5,8,1,3,2
5119,2,0,0,2,1
5120,0,4,4,2,1
5121,3,1,0,2,1
5122,2,4,4,0,0
5123,3,1,1,0,0
5124,2,0,0,0,0
5125,0,0,0,2,1
5126,0,1,0,0,0
5127,2,6,1,2,1
5128,0,0,0,0,0
5129,0,0,0,0,0
5130,0,5,5,1,0
5131,0,4,0,0,0
5132,3,3,3,0,0
5133,0,8,3,0,0
5134,5,0,0,6,4
5135,2,2,2,4,2
5136,0,2,2,2,0
5137,5,0,0,10,5
5138,0,4,0,0,0
5139,3,3,3,2,1
5140,0,3,0,2,1
5141,3,0,0,2,1
5142,3,3,0,0,0
5143,2,2,2,4,2
5144,3,4,4,2,1
5145,1,1,1,2,1
5146,0,0,0,2,1
5147,1,4,4,0,0
5148,2,0,0,3,2
5149,2,0,0,2,1
5150,3,4,0,0,0
5151,2,0,0,0,0
5152,0,0,0,0,0
5153,0,3,0,2,1
5154,3,4,4,2,1
5155,2,0,0,3,2
5156,3,0,0,2,1
5157,1,41,6,0,0
5158,3,3,3,0,0
5159,0,4,4,2,1
5160,0,1,0,0,0
5161,2,2,0,3,2
5162,3,0,0,2,1
5163,2,0,0,0,0
5164,3,6,1,2,1
5165,4,0,0,7,4
5166,0,3,3,1,0
5167,2,0,0,2,1
5168,3,35,5,3,2
5169,0,1,0,0,0
5170,1,0,0,2,1
5171,0,0,0,0,0
5172,0,0,0,0,0
5173,1,0,0,2,1
5174,0,0,0,0,0
5175,2,3,0,2,1
5176,3,2,0,2,1
5177,4,31,6,4,3
5178,0,0,0,0,0
5179,1,2,2,0,0
5180,4,0,0,4,2
5181,4,3,0,6,3
5182,1,4,4,0,0
5183,3,4,1,2,1
5184,2,0,0,3,2
5185,1,3,0,0,0
5186,1,1,1,0,0
5187,3,19,4,4,2
5188,0,1,0,0,0
5189,3,0,0,3,2
5190,1,4,4,0,0
5191,3,0,0,3,2
5192,2,0,0,2,1
5193,3,0,0,4,2
5194,2,3,0,4,2
5195,1,21,2,2,1
5196,1,2,2,0,0
5197,3,3,3,1,0
5198,3,4,1,4,2
5199,4,4,4,7,4
5200,3,0,0,2,1
5201,0,0,0,0,0
5202,0,33,4,0,0
5203,5,3,3,3,2
5204,5,4,0,3,2
5205,0,1,1,0,0
5206,3,0,0,2,1
5207,0,2,2,0,0
5208,5,2,2,5,3
5209,1,0,0,0,0
5210,2,0,0,2,1
5211,2,0,0,4,2
5212,0,29,3,0,0
5213,0,4,4,0,0
5214,2,7,3,2,1
5215,2,0,0,0,0
5216,0,22,2,2,1
5217,0,2,2,2,1
5218,1,0,0,0,0
5219,5,0,0,2,1
5220,3,0,0,2,1
5221,1,0,0,0,0
5222,0,0,0,0,0
5223,1,2,0,2,1
5224,5,3,3,10,5
5225,1,3,3,0,0
5226,3,0,0,0,0
5227,3,24,3,0,0
5228,2,0,0,2,1
5229,2,1,0,0,0
5230,1,2,2,2,1
5231,0,4,0,0,0
5232,3,4,4,0,0
5233,2,0,0,3,2
5234,5,0,0,3,2
5235,5,16,2,5,3
5236,0,1,0,0,0
5237,3,7,2,2,1
5238,0,4,0,2,1
5239,0,1,0,0,0
5240,0,0,0,0,0
5241,1,0,0,0,0
5242,1,7,1,0,0
5243,3,3,0,2,1
5244,0,0,0,0,0
5245,2,0,0,3,2
5246,5,2,0,10,5
5247,0,0,0,0,0
5248,3,2,0,4,2
5249,0,0,0,0,0
5250,3,3,0,4,2
5251,2,18,6,2,1
5252,0,0,0,0,0
5253,2,32,6,2,1
5254,3,2,2,2,1
5255,5,19,4,2,1
5256,4,3,0,7,4
5257,0,0,0,0,0
5258,2,0,0,3,2
5259,0,0,0,1,0
5260,0,0,0,2,1
5261,1,0,0,0,0
5262,0,13,3,1,0
5263,4,0,0,4,2
5264,2,6,6,2,1
5265,0,3,3,2,1
5266,1,2,0,0,0
5267,2,1,1,0,0
5268,1,13,5,2,1
5269,0,0,0,2,1
5270,0,3,3,2,1
5271,5,0,0,8,5
5272,0,2,2,2,1
5273,1,3,3,2,0
5274,1,1,0,2,1
5275,5,22,6,4,2
5276,4,0,0,2,1
5277,4,0,0,7,4
5278,5,0,0,7,4
5279,5,3,0,4,2
5280,0,0,0,0,0
5281,0,21,5,0,0
5282,3,3,3,2,1
5283,2,72,7,2,1
5284,3,1,0,4,2
5285,0,0,0,0,0
5286,0,34,5,2,1
5287,0,0,0,0,0
5288,0,4,0,0,0
5289,0,4,0,0,0
5290,0,8,1,0,0
5291,2,4,4,2,1
5292,0,0,0,0,0
5293,3,0,0,4,2
5294,2,0,0,2,1
5295,1,6,6,0,0
5296,1,4,0,0,0
5297,3,6,6,2,1
5298,1,10,1,0,0
5299,1,3,3,0,0
5300,2,8,3,2,1
5301,0,7,2,0,0
5302,0,8,3,0,0
5303,0,0,0,0,0
5304,3,4,0,2,1
5305,1,0,0,0,0
5306,0,2,2,0,0
5307,0,0,0,2,0
5308,2,2,2,4,2
5309,2,29,3,2,1
5310,1,4,0,0,0
5311,0,0,0,0,0
5312,1,0,0,2,1
5313,0,0,0,0,0
5314,0,21,6,1,0
5315,0,0,0,0,0
5316,0,3,3,2,1
5317,1,2,0,0,0
5318,5,0,0,7,5
5319,0,2,2,0,0
5320,0,17,2,2,1
5321,2,0,0,2,1
5322,3,0,0,3,2
5323,0,34,3,0,0
5324,3,0,0,2,1
5325,0,0,0,0,0
5326,0,0,0,0,0
5327,5,1,1,9,5
5328,0,3,0,0,0
5329,3,11,2,0,0
5330,4,30,4,4,3
5331,0,1,1,0,0
5332,1,0,0,0,0
5333,2,2,0,2,1
5334,0,0,0,0,0
5335,0,2,0,0,0
5336,3,3,0,4,2
5337,0,0,0,0,0
5338,5,4,4,8,4
5339,0,1,0,2,1
5340,5,0,0,10,5
5341,0,0,0,0,0
5342,0,26,4,0,0
5343,2,0,0,2,1
5344,0,16,6,0,0
5345,0,24,7,0,0
5346,0,2,0,0,0
5347,0,4,0,0,0
5348,3,0,0,3,2
5349,0,5,5,2,0
5350,3,0,0,0,0
5351,1,0,0,2,1
5352,0,1,0,0,0
5353,3,1,0,3,2
5354,0,2,2,0,0
5355,3,22,3,1,0
5356,2,3,3,3,2
5357,1,0,0,0,0
5358,1,0,0,0,0
5359,0,0,0,0,0
5360,4,6,6,2,1
5361,0,3,3,0,0
5362,0,0,0,2,1
5363,2,0,0,2,1
5364,0,20,2,0,0
5365,3,66,6,2,1
5366,4,27,3,2,1
5367,4,11,2,8,4
5368,0,0,0,0,0
5369,3,1,0,2,1
5370,1,0,0,0,0
5371,1,1,1,0,0
5372,2,1,1,0,0
5373,0,11,3,0,0
5374,1,29,3,2,1
5375,0,1,0,2,1
5376,0,23,4,0,0
5377,0,6,1,2,1
5378,3,24,6,1,0
5379,0,8,4,0,0
5380,0,22,3,0,0
5381,2,0,0,0,0
5382,2,1,1,0,0
5383,5,7,2,9,5
5384,0,1,1,0,0
5385,0,0,0,0,0
5386,1,18,2,0,0
5387,2,4,0,2,1
5388,0,0,0,0,0
5389,1,18,3,0,0
5390,0,0,0,0,0
5391,0,12,3,0,0
5392,3,35,3,3,2
5393,4,0,0,3,2
5394,0,0,0,0,0
5395,0,0,0,0,0
5396,5,6,1,2,1
5397,3,3,3,4,2
5398,3,45,5,0,0
5399,5,2,0,2,1
5400,2,34,3,2,1
5401,0,3,3,0,0
5402,0,5,1,2,1
5403,0,11,2,0,0
5404,5,5,5,7,4
5405,0,4,4,2,1
5406,1,0,0,0,0
5407,0,18,3,0,0
5408,0,0,0,2,1
5409,3,0,0,3,2
5410,0,0,0,0,0
5411,4,3,0,4,2
5412,0,41,4,0,0
5413,0,3,0,2,1
5414,4,1,0,8,4
5415,3,1,0,0,0
5416,1,0,0,0,0
5417,0,3,0,2,1
5418,5,0,0,4,3
5419,0,43,8,0,0
5420,0,10,2,0,0
5421,1,0,0,0,0
5422,2,3,3,2,1
5423,0,0,0,0,0
5424,4,2,0,8,4
5425,3,3,0,0,0
5426,0,3,3,2,1
5427,5,5,5,3,2
5428,0,1,1,0,0
5429,0,1,1,0,0
5430,3,19,4,2,1
5431,0,0,0,0,0
5432,1,3,0,0,0
5433,2,0,0,4,2
5434,2,0,0,4,2
5435,3,15,3,2,1
5436,0,0,0,0,0
5437,1,1,0,0,0
5438,0,0,0,0,0
5439,3,3,0,0,0
5440,2,0,0,4,2
5441,0,15,3,0,0
5442,1,0,0,1,0
5443,0,0,0,0,0
5444,0,4,0,0,0
5445,1,1,1,2,1
5446,0,0,0,0,0
5447,1,1,1,0,0
5448,3,8,2,2,1
5449,0,4,4,2,1
5450,1,0,0,0,0
5451,4,0,0,5,3
5452,1,2,2,2,0
5453,0,2,0,0,0
5454,2,0,0,0,0
5455,3,10,4,0,0
5456,1,0,0,2,1
5457,1,0,0,0,0
5458,3,0,0,2,1
5459,0,8,2,0,0
5460,2,8,1,2,1
5461,5,0,0,3,2
5462,4,0,0,8,4
5463,0,60,7,0,0
5464,0,2,2,0,0
5465,0,9,1,0,0
5466,2,3,3,4,2
5467,0,0,0,0,0
5468,0,13,4,0,0
5469,0,0,0,0,0
5470,1,0,0,0,0
5471,3,13,4,0,0
5472,0,2,2,1,0
5473,3,4,4,3,2
5474,1,4,4,0,0
5475,1,1,1,0,0
5476,2,0,0,3,2
5477,2,0,0,2,1
5478,3,14,4,4,2
5479,0,0,0,0,0
5480,3,22,3,2,0
5481,3,2,2,2,1
5482,2,10,4,2,1
5483,0,25,7,0,0
5484,2,2,2,3,2
5485,2,3,0,0,0
5486,0,13,3,0,0
5487,0,4,0,0,0
5488,0,10,2,2,0
5489,2,0,0,0,0
5490,1,3,3,2,0
5491,2,0,0,0,0
5492,1,1,1,0,0
5493,3,56,8,2,1
5494,2,0,0,0,0
5495,4,1,1,2,1
5496,1,3,3,0,0
5497,0,0,0,0,0
5498,1,0,0,0,0
5499,1,0,0,2,0
5500,5,14,4,4,3
5501,3,24,6,2,1
5502,0,10,5,0,0
5503,0,14,5,0,0
5504,1,3,3,0,0
5505,5,9,3,5,3
5506,1,2,2,0,0
5507,4,4,0,6,3
5508,0,0,0,0,0
5509,0,3,3,1,0
5510,5,0,0,10,5
5511,0,2,2,2,1
5512,0,0,0,0,0
5513,0,6,2,0,0
5514,2,2,2,4,2
5515,2,5,1,2,1
5516,0,10,1,0,0
5517,5,0,0,3,2
5518,1,2,0,0,0
5519,2,0,0,2,1
5520,0,2,0,0,0
5521,1,14,3,0,0
5522,3,0,0,2,1
5523,0,0,0,0,0
5524,0,0,0,0,0
5525,3,23,2,2,1
5526,0,0,0,0,0
5527,0,4,0,2,1
5528,3,0,0,2,1
5529,0,11,4,0,0
5530,2,1,1,0,0
5531,3,33,3,2,1
5532,3,5,5,2,1
5533,3,1,0,2,1
5534,5,12,2,6,5
5535,1,11,4,0,0
5536,0,0,0,0,0
5537,0,0,0,0,0
5538,0,0,0,2,1
5539,1,0,0,1,0
5540,3,0,0,4,2
5541,3,2,2,2,1
5542,0,0,0,2,1
5543,2,0,0,4,2
5544,0,2,2,0,0
5545,5,0,0,2,1
5546,3,8,1,0,0
5547,3,0,0,2,1
5548,3,27,6,3,2
5549,2,1,0,0,0
5550,1,1,0,0,0
5551,1,15,2,0,0
5552,0,0,0,2,1
5553,3,6,6,0,0
5554,0,20,4,0,0
5555,1,12,4,0,0
5556,0,0,0,2,1
5557,2,5,5,2,1
5558,2,21,2,3,2
5559,3,1,0,2,1
5560,0,2,2,0,0
5561,5,29,4,2,1
5562,0,21,2,0,0
5563,0,0,0,0,0
5564,5,9,2,2,1
5565,0,1,0,0,0
5566,4,1,1,2,1
5567,0,0,0,0,0
5568,5,0,0,2,1
5569,5,9,4,4,2
5570,0,0,0,0,0
5571,5,1,1,6,4
5572,0,0,0,0,0
5573,1,36,6,0,0
5574,3,0,0,1,0
5575,1,8,8,0,0
5576,2,43,6,4,2
5577,0,10,2,0,0
5578,3,3,0,0,0
5579,0,1,1,2,1
5580,0,1,0,0,0
5581,2,0,0,2,1
5582,3,0,0,2,1
5583,1,0,0,0,0
5584,0,0,0,0,0
5585,5,18,2,4,3
5586,2,34,4,2,1
5587,0,0,0,1,0
5588,2,5,5,4,2
5589,1,0,0,0,0
5590,0,0,0,0,0
5591,2,3,0,3,2
5592,0,10,2,0,0
5593,1,20,4,2,1
5594,2,0,0,2,1
5595,0,0,0,2,1
5596,0,28,8,2,1
5597,1,24,4,0,0
5598,0,11,2,0,0
5599,0,0,0,2,1
5600,0,0,0,0,0
5601,0,4,0,0,0
5602,0,0,0,0,0
5603,0,0,0,0,0
5604,0,1,1,0,0
5605,0,38,8,0,0
5606,2,0,0,1,0
5607,1,9,1,0,0
5608,4,2,2,5,3
5609,0,7,2,0,0
5610,3,12,4,2,1
5611,0,1,1,0,0
5612,3,3,3,2,1
5613,0,1,0,0,0
5614,2,2,2,2,1
5615,5,3,0,8,4
5616,0,0,0,0,0
5617,0,1,1,2,1
5618,0,0,0,0,0
5619,0,2,0,0,0
5620,0,0,0,0,0
5621,0,4,0,0,0
5622,1,10,1,0,0
5623,3,3,0,0,0
5624,0,0,0,1,0
5625,1,0,0,0,0
5626,3,6,2,4,2
5627,0,0,0,2,1
5628,0,4,0,0,0
5629,3,0,0,2,1
5630,2,1,0,2,1
5631,0,0,0,2,1
5632,2,12,8,2,1
5633,0,9,4,0,0
5634,0,0,0,0,0
5635,2,8,1,2,1
5636,2,0,0,2,1
5637,2,0,0,2,1
5638,5,25,4,7,5
5639,0,0,0,2,1
5640,3,17,5,0,0
5641,0,3,0,0,0
5642,2,33,6,0,0
5643,5,2,0,5,3
5644,0,2,2,0,0
5645,3,0,0,2,1
5646,1,41,4,2,1
5647,0,0,0,0,0
5648,5,11,4,6,3
5649,2,0,0,4,2
5650,2,1,0,2,1
5651,1,0,0,0,0
5652,0,0,0,0,0
5653,0,8,8,0,0
5654,0,3,0,2,1
5655,3,4,4,0,0
5656,2,6,6,3,2
5657,0,2,0,0,0
5658,2,6,6,2,1
5659,4,3,3,3,2
5660,2,0,0,0,0
5661,0,4,4,0,0
5662,2,0,0,2,1
5663,0,0,0,0,0
5664,2,22,2,2,1
5665,1,1,0,0,0
5666,3,0,0,4,2
5667,0,0,0,2,1
5668,2,9,4,3,2
5669,3,17,3,2,1
5670,0,0,0,0,0
5671,4,49,6,4,2
5672,1,1,1,0,0
5673,2,11,1,2,1
5674,2,6,6,2,1
5675,3,10,1,3,2
5676,2,0,0,2,1
5677,1,2,2,0,0
5678,0,0,0,0,0
5679,3,15,2,3,2
5680,0,7,2,1,0
5681,2,0,0,4,2
5682,0,14,3,0,0
5683,1,0,0,2,1
5684,1,3,3,1,0
5685,0,0,0,0,0
5686,0,3,0,2,1
5687,2,0,0,2,1
5688,1,11,2,0,0
5689,2,8,8,0,0
5690,3,1,0,2,1
5691,4,3,0,3,2
5692,0,8,1,0,0
5693,0,1,1,0,0
5694,4,4,4,2,1
5695,0,0,0,0,0
5696,1,4,4,0,0
5697,0,0,0,2,1
5698,0,9,3,2,1
5699,3,1,1,2,0
5700,1,0,0,2,1
5701,5,4,4,6,3
5702,0,11,4,2,1
5703,0,0,0,0,0
5704,0,4,0,2,1
5705,0,1,0,0,0
5706,0,25,8,2,1
5707,1,4,0,0,0
5708,1,0,0,0,0
5709,0,4,4,2,1
5710,3,4,0,4,2
5711,2,6,6,2,1
5712,0,0,0,0,0
5713,3,4,4,2,1
5714,0,0,0,0,0
5715,1,14,6,0,0
5716,2,0,0,4,2
5717,1,3,3,0,0
5718,5,12,3,6,3
5719,0,1,0,0,0
5720,0,19,2,0,0
5721,0,0,0,0,0
5722,5,2,0,3,2
5723,1,1,1,2,0
5724,2,19,4,0,0
5725,5,0,0,9,5
5726,1,27,3,0,0
5727,3,0,0,4,2
5728,3,0,0,0,0
5729,0,1,1,2,0
5730,0,0,0,2,1
5731,3,1,1,0,0
5732,0,0,0,0,0
5733,0,8,2,0,0
5734,4,1,1,6,3
5735,5,18,4,2,1
5736,3,2,0,4,2
5737,2,26,8,0,0
5738,1,0,0,2,1
5739,0,0,0,0,0
5740,2,1,1,2,1
5741,2,0,0,2,1
5742,2,29,3,0,0
5743,3,6,1,2,1
5744,2,1,1,2,1
5745,3,24,3,4,2
5746,2,2,2,2,1
5747,0,31,6,0,0
5748,0,0,0,0,0
5749,0,3,3,2,1
5750,1,0,0,0,0
5751,0,12,3,2,0
5752,1,21,3,0,0
5753,3,0,0,2,1
5754,0,2,2,0,0
5755,3,2,0,2,1
5756,5,3,0,6,3
5757,3,4,4,4,2
5758,3,0,0,4,2
5759,0,0,0,0,0
5760,2,0,0,2,1
5761,2,9,1,0,0
5762,3,2,2,2,1
5763,0,3,0,2,1
5764,3,0,0,2,1
5765,0,2,2,2,1
5766,3,0,0,2,1
5767,2,4,4,2,1
5768,0,1,1,0,0
5769,2,0,0,3,2
5770,2,3,0,3,2
5771,2,4,4,4,2
5772,1,3,0,2,0
5773,1,3,3,0,0
5774,1,3,0,0,0
5775,0,0,0,0,0
5776,1,4,0,0,0
5777,5,3,0,2,1
5778,1,0,0,0,0
5779,0,0,0,0,0
5780,2,4,4,0,0
5781,0,8,3,2,1
5782,0,2,2,0,0
5783,1,2,2,0,0
5784,0,0,0,2,0
5785,0,11,2,0,0
5786,0,2,2,0,0
5787,0,1,1,0,0
5788,2,8,8,2,1
5789,2,2,2,0,0
5790,4,11,4,7,4
5791,0,0,0,0,0
5792,0,2,2,1,0
5793,0,32,3,0,0
5794,0,0,0,0,0
5795,1,0,0,0,0
5796,1,2,2,2,1
5797,3,10,3,2,1
5798,1,0,0,0,0
5799,0,0,0,0,0
5800,3,10,5,2,1
5801,3,0,0,0,0
5802,0,3,0,0,0
5803,4,0,0,7,4
5804,0,0,0,0,0
5805,0,0,0,0,0
5806,3,8,1,2,1
5807,0,0,0,0,0
5808,0,0,0,0,0
5809,4,21,6,6,3
5810,2,0,0,0,0
5811,2,1,1,3,2
5812,0,0,0,0,0
5813,0,7,3,1,0
5814,3,0,0,3,2
5815,0,3,3,0,0
5816,3,23,2,0,0
5817,4,0,0,7,4
5818,3,0,0,0,0
5819,1,12,6,2,1
5820,1,1,1,0,0
5821,0,4,0,0,0
5822,4,1,1,6,3
5823,0,16,7,0,0
5824,2,0,0,2,1
5825,0,0,0,0,0
5826,1,1,0,0,0
5827,4,0,0,8,4
5828,0,10,1,0,0
5829,1,0,0,0,0
5830,0,2,0,0,0
5831,3,0,0,0,0
5832,0,11,1,0,0
5833,2,3,0,0,0
5834,3,4,0,2,1
5835,4,0,0,2,1
5836,0,0,0,2,1
5837,1,26,4,0,0
5838,0,2,2,0,0
5839,4,1,1,2,1
5840,5,1,0,4,3
5841,2,0,0,2,1
5842,4,0,0,2,1
5843,0,0,0,0,0
5844,4,0,0,2,1
5845,0,4,4,0,0
5846,0,12,2,0,0
5847,1,4,0,2,0
5848,0,6,6,0,0
5849,3,1,1,2,1
5850,4,0,0,6,3
5851,4,5,5,8,4
5852,0,8,1,0,0
5853,0,0,0,0,0
5854,3,3,3,2,1
5855,0,2,2,2,1
5856,3,0,0,2,1
5857,0,0,0,0,0
5858,3,39,4,4,2
5859,0,9,1,2,1
5860,0,0,0,0,0
5861,1,11,1,0,0
5862,1,0,0,0,0
5863,0,16,8,0,0
5864,0,35,3,0,0
5865,0,0,0,1,0
5866,2,0,0,0,0
5867,0,2,0,2,1
5868,0,3,0,0,0
5869,1,0,0,2,1
5870,0,2,2,1,0
5871,0,0,0,0,0
5872,0,1,1,2,1
5873,4,3,0,4,2
5874,0,18,2,0,0
5875,2,22,5,0,0
5876,0,1,0,0,0
5877,3,4,4,2,1
5878,3,6,6,0,0
5879,0,19,3,0,0
5880,0,0,0,0,0
5881,3,0,0,2,1
5882,3,33,3,4,2
5883,0,86,8,2,1
5884,0,0,0,0,0
5885,0,0,0,0,0
5886,0,0,0,0,0
5887,0,10,2,2,1
5888,0,0,0,2,1
5889,1,11,4,2,1
5890,2,10,1,2,1
5891,0,0,0,0,0
5892,1,2,2,2,1
5893,3,0,0,2,1
5894,2,6,1,2,1
5895,0,1,0,2,1
5896,2,2,0,2,1
5897,2,2,2,4,2
5898,1,4,4,2,0
5899,3,21,2,4,2
5900,0,4,4,2,1
5901,2,1,0,1,0
5902,1,1,1,2,1
5903,0,2,2,2,1
5904,1,7,7,2,0
5905,0,43,7,0,0
5906,0,0,0,2,0
5907,2,0,0,3,2
5908,2,0,0,0,0
5909,1,1,1,1,0
5910,0,3,0,0,0
5911,2,9,2,2,1
5912,0,2,0,2,0
5913,0,0,0,0,0
5914,0,25,4,2,0
5915,3,0,0,4,2
5916,0,13,6,0,0
5917,0,4,0,0,0
5918,0,0,0,0,0
5919,3,0,0,3,2
5920,1,21,5,2,1
5921,0,0,0,2,0
5922,5,11,3,2,1
5923,0,3,0,0,0
5924,1,10,2,2,1
